Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	269	83	0
2	267	393	8
3	281	86	13
4	70	207	19
5	87	204	20
6	266	90	21
7	280	249	21
8	281	86	21
9	218	172	22
10	130	186	22
11	300	203	24
12	86	140	30
13	341	287	30
14	117	252	34
15	214	20	41
16	149	345	43
17	84	192	44
18	339	281	47
19	230	387	49
20	143	76	53
21	69	126	57
22	281	86	59
23	281	86	64
24	73	183	66
25	275	29	68
26	255	384	68
27	208	91	70
28	218	172	72
29	96	113	78
30	379	124	78
31	87	204	81
32	258	134	81
33	208	91	83
34	136	250	87
35	76	212	92
36	260	156	96
37	149	244	99
38	149	345	104
39	275	29	104
40	69	70	107
41	54	218	108
42	214	20	109
43	86	140	111
44	361	125	112
45	51	95	115
46	70	63	116
47	117	252	120
48	70	207	126
49	69	126	126
50	267	393	131
51	84	192	133
52	149	345	133
53	244	277	135
54	74	85	144
55	50	248	147
56	97	91	149
57	312	217	157
58	389	122	158
59	281	86	164
60	260	156	164
61	312	217	165
62	129	361	166
63	266	368	168
64	174	92	171
65	143	76	173
66	282	248	177
67	339	281	181
68	69	126	182
69	211	110	184
70	123	175	186
71	215	188	189
72	351	281	191
73	183	56	191
74	281	230	192
75	282	248	193
76	166	124	198
77	296	209	199
78	261	363	203
79	368	103	208
80	174	92	212
81	261	363	212
82	149	244	213
83	204	21	213
84	152	78	216
85	96	113	219
86	136	250	222
87	368	103	222
88	379	124	223
89	74	85	223
90	300	203	224
91	166	124	226
92	149	345	226
93	275	29	229
94	97	139	232
95	291	215	232
96	97	91	236
97	84	192	241
98	271	375	246
99	271	375	247
100	130	235	249
101	96	113	249
102	255	384	254
103	289	203	258
104	260	156	262
105	243	103	262
106	86	59	268
107	69	70	270
108	130	245	270
109	282	7	274
110	174	92	275
111	84	192	276
112	246	247	278
113	138	356	290
114	202	42	296
115	144	343	297
116	282	7	300
117	73	183	301
118	149	345	302
119	266	368	302
120	263	118	303
121	289	203	305
122	86	59	305
123	79	139	307
124	255	384	311
125	255	384	316
126	215	188	316
127	174	92	317
128	245	149	319
129	46	227	323
130	183	56	327
131	258	134	329
132	269	83	329
133	87	204	333
134	260	156	333
135	244	277	334
136	97	139	334
137	280	249	342
138	286	108	342
139	214	20	342
140	51	95	344
141	338	161	345
142	202	42	347
143	87	204	348
144	149	345	356
145	368	103	358
146	86	59	359
147	152	78	361
148	275	29	364
149	74	85	366
150	152	78	370
151	183	37	375
152	271	375	382
153	351	281	384
154	79	139	385
155	273	342	386
156	152	78	389
157	269	83	391
158	79	139	391
159	74	85	392
160	96	113	406
161	273	342	406
162	211	110	408
163	117	252	409
164	97	139	409
165	160	138	411
166	97	139	412
167	144	343	413
168	202	42	415
169	97	91	415
170	51	95	426
171	266	368	427
172	272	193	429
173	152	78	435
174	79	139	436
175	50	248	442
176	211	110	442
177	149	345	442
178	156	144	443
179	289	203	444
180	149	244	449
181	350	157	450
182	263	80	459
183	70	207	460
184	86	59	460
185	156	144	463
186	281	86	463
187	117	252	469
188	259	117	476
189	73	183	477
190	300	203	478
191	87	204	478
192	267	393	479
193	207	55	479
194	142	363	479
