Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	30	35	1
2	78	40	1
3	78	40	3
4	60	60	4
5	52	75	10
6	34	25	13
7	50	40	20
8	90	35	20
9	14	66	23
10	64	46	25
11	15	75	31
12	42	58	40
13	20	50	41
14	22	66	42
15	18	75	49
16	62	80	52
17	16	42	53
18	42	10	57
19	35	69	61
20	35	32	64
21	15	80	66
22	25	85	67
23	25	30	69
24	42	58	72
25	78	40	72
26	42	58	76
27	42	10	79
28	60	60	83
29	53	35	83
30	90	35	83
31	48	30	87
32	36	18	88
33	2	40	90
34	15	80	91
35	72	45	96
36	20	55	96
37	42	58	101
38	8	62	107
39	35	69	108
40	15	75	111
41	36	18	113
42	15	80	114
43	44	25	122
44	60	66	125
45	48	30	126
46	0	40	126
47	44	25	131
48	45	35	140
49	45	35	140
50	58	70	142
51	33	35	142
52	85	25	143
53	16	42	153
54	0	45	158
55	62	40	169
56	10	35	170
57	42	15	172
58	92	30	176
59	18	75	180
60	60	66	186
61	53	30	187
62	35	69	189
63	8	45	190
64	47	35	192
65	25	30	192
66	16	42	193
67	4	55	193
68	0	40	199
69	60	66	201
70	36	18	202
71	60	55	204
72	67	85	205
73	30	50	207
74	30	35	209
75	87	30	209
76	65	60	217
77	30	50	230
78	64	46	234
79	44	5	238
80	8	45	241
81	10	35	242
82	86	46	242
83	58	75	243
84	15	80	244
85	36	18	244
86	34	25	244
87	22	75	247
88	35	66	249
89	8	40	250
90	87	30	253
91	45	65	254
92	22	75	254
93	86	46	254
94	44	5	260
95	23	52	269
96	56	64	270
97	16	42	273
98	44	5	274
99	25	85	276
100	22	75	281
101	14	66	282
102	25	30	283
103	65	82	284
104	86	46	284
105	95	35	286
106	15	75	291
107	8	45	293
108	58	70	297
109	92	30	297
110	65	60	298
111	38	5	299
112	34	25	302
113	32	20	302
114	5	45	304
115	25	35	310
116	45	65	310
117	22	85	310
118	58	70	312
119	55	80	319
120	65	82	321
121	36	40	325
122	70	58	330
123	14	66	331
124	48	30	332
125	20	80	335
126	87	30	337
127	5	35	339
128	66	55	340
129	25	85	343
130	67	85	344
131	20	55	349
132	56	64	349
133	78	40	349
134	25	30	351
135	20	80	353
136	15	80	355
137	8	62	357
138	58	70	360
139	44	25	367
140	16	42	370
141	42	15	371
142	48	20	372
143	38	10	372
144	44	25	380
145	60	66	380
146	42	10	382
147	62	69	384
148	45	65	385
149	85	25	386
150	58	75	391
151	38	10	394
152	62	80	397
153	36	40	397
154	42	65	397
155	55	80	400
156	20	50	400
157	35	66	401
158	32	20	405
159	33	35	407
160	20	85	410
161	55	85	416
162	20	80	417
163	60	66	421
164	25	30	423
165	20	80	429
166	58	70	432
167	26	32	433
168	26	32	434
169	15	75	436
170	53	35	439
171	53	35	443
172	58	75	443
173	15	80	446
174	38	15	447
175	65	82	448
176	35	32	449
177	28	70	450
178	47	35	451
179	62	69	454
180	30	35	460
181	35	5	460
182	52	75	464
183	56	64	468
184	78	40	474
185	36	40	475
186	22	75	475
187	42	15	477
188	34	25	479
