Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	40	15	4	420	480
2	0	45	4	180	240
3	8	56	18	60	120
4	12	24	22	240	300
5	65	55	35	240	300
6	38	5	36	60	120
7	45	65	39	480	540
8	42	10	41	360	420
9	40	15	42	420	480
10	0	40	42	360	420
11	26	35	43	240	300
12	95	35	43	240	300
13	85	25	45	180	240
14	2	60	47	420	480
15	30	25	61	300	360
16	42	5	63	120	180
17	41	37	77	180	240
18	44	5	90	120	180
19	60	80	100	420	480
20	26	35	101	240	300
21	95	35	101	360	420
22	15	80	102	480	540
23	60	85	103	300	360
24	38	5	106	180	240
25	20	80	111	360	420
26	45	65	111	480	540
27	35	40	112	180	240
28	55	82	114	180	240
29	40	5	116	420	480
30	55	20	128	420	480
31	6	68	138	420	480
32	42	12	153	300	360
33	40	5	159	420	480
34	38	15	161	420	480
35	67	85	165	300	360
36	26	52	165	420	480
37	65	85	168	180	240
38	65	85	170	360	420
39	65	82	176	420	480
40	88	30	177	240	300
41	64	42	178	480	540
42	40	5	180	300	360
43	63	23	180	360	420
44	18	75	188	240	300
45	60	80	196	360	420
46	41	37	201	300	360
47	55	20	202	360	420
48	49	42	207	420	480
49	62	80	211	300	360
50	40	15	212	240	300
51	10	40	212	300	360
52	22	85	213	240	300
53	63	65	227	420	480
54	35	40	231	240	300
55	88	35	241	420	480
56	35	40	242	360	420
57	15	80	257	300	360
58	95	35	257	300	360
59	30	25	258	360	420
60	55	85	260	360	420
61	55	60	264	420	480
62	21	24	264	420	480
63	65	20	264	420	480
64	45	65	265	300	360
65	49	42	273	300	360
66	18	80	283	420	480
67	63	23	284	420	480
68	30	60	294	480	540
69	50	35	321	420	480
70	63	23	327	420	480
71	60	12	331	480	540
72	85	25	337	480	540
73	42	12	338	360	420
74	67	5	340	360	420
75	87	30	341	360	420
76	0	40	352	360	420
77	65	55	357	360	420
78	20	50	357	480	540
79	85	35	361	480	540
80	88	30	361	480	540
81	57	48	362	420	480
82	60	12	362	480	540
83	25	85	362	420	480
84	31	67	362	480	540
85	18	80	366	420	480
86	27	43	375	480	540
87	31	52	381	420	480
88	15	60	386	480	540
89	63	23	394	480	540
90	2	40	405	420	480
91	37	47	409	420	480
92	57	29	412	480	540
93	57	48	419	480	540
94	10	40	422	480	540
95	0	45	424	480	540
96	41	37	427	480	540
97	55	82	440	480	540
98	21	24	453	480	540
99	45	65	453	480	540
100	40	15	455	480	540
101	8	45	456	480	540
102	55	20	461	480	540
103	20	82	463	480	540
104	55	80	466	480	540
