Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	75	173	2	304	364
2	40	130	3	228	288
3	197	113	11	246	306
4	60	153	21	326	386
5	48	30	22	63	123
6	15	87	25	314	374
7	65	53	29	295	355
8	35	160	30	474	534
9	184	140	31	210	270
10	188	125	31	290	350
11	100	144	33	112	172
12	74	55	41	158	218
13	78	119	42	177	237
14	20	59	48	310	370
15	68	115	49	201	261
16	172	114	49	293	353
17	20	59	51	367	427
18	122	58	51	249	309
19	75	173	54	274	334
20	55	64	55	468	528
21	99	45	60	311	371
22	40	130	62	332	392
23	140	11	62	139	199
24	100	144	63	450	510
25	193	111	64	212	272
26	55	51	66	99	159
27	92	178	68	408	468
28	129	176	70	246	306
29	140	11	74	146	206
30	7	151	76	373	433
31	55	51	76	381	441
32	48	30	79	114	174
33	140	11	80	278	338
34	26	45	90	266	326
35	103	70	96	160	220
36	39	112	101	228	288
37	172	114	107	386	446
38	75	173	108	322	382
39	80	190	109	192	252
40	193	12	110	367	427
41	89	39	115	116	176
42	140	4	115	344	404
43	180	147	119	267	327
44	190	110	120	213	273
45	89	39	123	379	439
46	68	50	125	157	217
47	10	67	128	135	195
48	197	113	129	287	347
49	83	118	134	433	493
50	68	50	140	476	536
51	79	193	144	416	476
52	40	130	146	432	492
53	135	45	146	399	459
54	95	50	146	253	313
55	7	151	148	315	375
56	8	89	150	222	282
57	103	77	150	396	456
58	59	139	155	217	277
59	187	92	159	353	413
60	5	162	160	399	459
61	92	178	161	184	244
62	179	151	162	308	368
63	68	115	168	205	265
64	127	143	171	329	389
65	187	92	175	362	422
66	172	179	180	437	497
67	59	57	181	248	308
68	154	7	182	229	289
69	67	138	193	230	290
70	48	106	198	281	341
71	80	167	205	438	498
72	129	176	209	449	509
73	10	67	214	367	427
74	190	110	221	475	535
75	68	115	221	357	417
76	187	112	221	455	515
77	174	185	223	258	318
78	80	167	227	403	463
79	149	78	233	317	377
80	5	73	237	263	323
81	48	106	237	452	512
82	172	114	239	452	512
83	80	108	248	345	405
84	124	191	249	396	456
85	78	119	249	291	351
86	97	129	254	296	356
87	185	123	257	279	339
88	162	118	258	356	416
89	13	152	260	472	532
90	65	53	261	436	496
91	80	167	261	294	354
92	12	69	264	379	439
93	48	30	265	272	332
94	80	108	265	447	507
95	103	70	267	462	522
96	40	130	268	402	462
97	80	167	273	452	512
98	158	81	275	406	466
99	140	3	277	392	452
100	179	141	279	370	430
101	85	192	280	441	501
102	100	144	282	455	515
103	193	12	298	426	486
104	89	39	299	429	489
105	138	69	300	466	526
106	185	123	302	452	512
107	79	115	303	338	398
108	75	173	308	328	388
109	21	85	309	452	512
110	57	157	310	463	523
111	85	192	315	388	448
112	5	73	322	412	472
113	185	123	322	382	442
114	168	119	322	367	427
115	28	193	323	334	394
116	164	37	330	479	539
117	193	111	331	415	475
118	195	97	333	449	509
119	195	97	334	381	441
120	12	131	336	344	404
121	5	162	338	438	498
122	103	70	339	449	509
123	80	167	339	444	504
124	78	119	339	376	436
125	35	160	340	436	496
126	103	77	347	370	430
127	187	112	347	362	422
128	68	50	348	354	414
129	59	57	352	365	425
130	140	4	354	442	502
131	26	138	362	462	522
132	67	138	364	382	442
133	74	55	365	395	455
134	95	50	368	472	532
135	74	55	368	397	457
136	55	64	369	389	449
137	65	53	370	455	515
138	140	11	371	422	482
139	75	173	376	428	488
140	40	130	377	419	479
141	154	7	378	393	453
142	48	30	379	400	460
143	80	190	379	396	456
144	174	185	385	427	487
145	79	193	390	426	486
146	80	167	391	425	485
147	168	119	393	397	457
148	26	138	393	428	488
149	5	162	399	406	466
150	74	55	399	448	508
151	179	151	400	430	490
152	67	127	400	472	532
153	22	61	401	443	503
154	10	67	402	404	464
155	59	139	405	452	512
156	138	69	409	476	536
157	7	151	411	472	532
158	164	37	412	444	504
159	8	89	418	436	496
160	197	113	421	433	493
161	140	4	425	449	509
162	28	193	425	469	529
163	68	115	429	473	533
164	168	119	429	467	527
165	63	192	432	441	501
166	74	55	434	469	529
167	83	118	436	460	520
168	89	39	437	452	512
169	92	178	437	441	501
170	13	152	439	455	515
171	5	73	445	478	538
172	184	140	449	478	538
173	10	67	451	459	519
174	75	173	451	457	517
175	75	173	454	476	536
176	80	190	458	459	519
177	140	4	458	462	522
178	184	140	459	466	526
179	99	45	467	473	533
180	197	113	469	477	537
181	179	151	469	475	535
182	125	49	471	474	534
183	135	45	475	476	536
184	97	129	475	475	535
185	179	151	476	477	537
186	12	131	477	477	537
187	140	11	479	480	540
