Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	4	71	9
2	50	112	11
3	26	130	13
4	47	83	14
5	104	32	17
6	46	133	19
7	80	103	20
8	60	84	22
9	92	22	25
10	109	78	25
11	15	18	27
12	80	103	29
13	12	138	36
14	120	102	39
15	109	78	45
16	22	104	46
17	65	80	48
18	60	54	50
19	120	14	51
20	27	46	53
21	27	46	64
22	19	120	65
23	107	77	71
24	54	33	75
25	120	102	79
26	67	96	84
27	109	139	88
28	5	99	89
29	37	138	94
30	42	29	97
31	121	124	103
32	20	69	105
33	98	4	107
34	139	68	108
35	13	48	108
36	35	90	108
37	104	32	112
38	138	24	114
39	4	44	116
40	27	46	129
41	65	80	133
42	73	96	133
43	120	14	134
44	36	124	135
45	139	73	137
46	17	138	138
47	140	36	138
48	23	19	143
49	116	13	146
50	120	52	156
51	60	23	156
52	54	106	158
53	71	70	160
54	65	80	162
55	34	72	163
56	121	124	167
57	5	99	168
58	104	139	177
59	50	112	181
60	119	73	182
61	44	58	193
62	17	138	196
63	70	94	200
64	139	73	200
65	104	73	204
66	103	44	208
67	44	36	213
68	79	72	219
69	82	103	222
70	80	103	224
71	32	52	227
72	30	21	237
73	38	122	239
74	20	69	242
75	49	140	242
76	67	96	243
77	60	84	245
78	37	125	247
79	120	60	248
80	109	131	249
81	103	44	255
82	60	23	258
83	112	13	264
84	56	129	271
85	90	14	277
86	44	36	281
87	120	102	285
88	54	106	286
89	34	72	287
90	86	40	292
91	44	58	294
92	71	70	301
93	120	102	304
94	26	130	306
95	119	73	307
96	60	54	311
97	82	103	314
98	15	4	325
99	120	14	329
100	46	133	332
101	114	109	336
102	58	95	337
103	60	23	338
104	121	123	341
105	90	14	348
106	65	0	353
107	106	10	368
108	119	73	371
109	120	52	373
110	114	109	377
111	39	13	386
112	109	139	393
113	119	73	394
114	112	13	394
115	120	22	401
116	109	78	402
117	13	48	410
118	95	135	424
119	34	72	428
120	135	65	434
121	140	42	436
122	140	36	442
123	5	99	455
124	109	131	457
125	103	44	469
126	139	73	477
127	82	103	478
