Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	94	105	9
2	19	39	20
3	99	28	32
4	109	78	40
5	61	48	52
6	8	138	68
7	21	115	96
8	118	114	100
9	109	78	107
10	94	105	113
11	15	4	119
12	57	53	143
13	99	28	164
14	137	137	179
15	70	94	188
16	17	43	215
17	91	95	216
18	4	44	221
19	57	53	243
20	140	36	263
21	86	37	281
22	86	36	282
23	115	134	286
24	66	82	295
25	34	104	306
26	17	37	312
27	61	48	320
28	125	68	342
29	67	55	343
30	109	131	354
31	99	28	370
32	107	63	378
33	4	44	381
34	86	102	408
35	100	106	420
36	82	100	434
37	103	69	443
38	15	18	455
39	94	105	457
40	58	95	466
