Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	172	179	1	420	480
2	103	77	10	60	120
3	110	184	10	300	360
4	140	4	12	480	540
5	41	43	17	180	240
6	26	138	21	240	300
7	187	112	21	180	240
8	13	152	21	420	480
9	85	192	22	420	480
10	63	58	28	420	480
11	125	49	28	360	420
12	74	55	29	360	420
13	103	77	34	60	120
14	80	167	36	60	120
15	80	190	37	360	420
16	63	192	45	60	120
17	80	190	45	120	180
18	172	114	46	420	480
19	12	131	47	60	120
20	92	178	48	60	120
21	187	92	52	60	120
22	187	92	52	60	120
23	110	184	53	360	420
24	138	69	55	240	300
25	12	69	57	360	420
26	78	119	58	240	300
27	18	35	58	60	120
28	179	151	60	420	480
29	59	139	62	120	180
30	187	92	69	420	480
31	75	173	75	480	540
32	193	12	76	240	300
33	122	13	76	420	480
34	97	129	77	120	180
35	89	39	77	300	360
36	83	118	77	480	540
37	122	58	78	300	360
38	55	64	79	480	540
39	20	59	79	240	300
40	55	64	81	300	360
41	89	39	84	480	540
42	97	129	86	180	240
43	67	127	88	360	420
44	107	96	94	300	360
45	129	176	99	300	360
46	124	191	100	300	360
47	180	147	102	420	480
48	7	151	103	420	480
49	185	123	105	120	180
50	172	179	106	180	240
51	158	81	108	180	240
52	63	192	109	360	420
53	162	118	110	360	420
54	179	151	111	240	300
55	5	162	114	360	420
56	97	129	115	300	360
57	162	118	115	360	420
58	8	89	116	240	300
59	83	118	117	480	540
60	20	59	118	480	540
61	53	29	121	240	300
62	159	105	125	240	300
63	48	106	128	360	420
64	78	119	128	180	240
65	68	115	136	240	300
66	28	193	139	420	480
67	135	45	141	480	540
68	63	149	142	300	360
69	12	69	142	420	480
70	41	43	143	240	300
71	65	53	148	180	240
72	73	81	153	420	480
73	110	184	158	240	300
74	10	67	165	240	300
75	103	77	172	480	540
76	18	35	172	420	480
77	140	11	173	480	540
78	79	115	175	300	360
79	172	114	176	360	420
80	137	4	183	360	420
81	107	96	187	300	360
82	15	87	189	420	480
83	172	114	189	240	300
84	80	108	195	480	540
85	137	4	196	240	300
86	63	58	198	240	300
87	179	141	199	360	420
88	190	110	199	360	420
89	63	192	208	240	300
90	10	67	215	240	300
91	73	81	217	240	300
92	95	50	219	480	540
93	193	12	225	300	360
94	124	191	231	480	540
95	8	89	234	300	360
96	95	50	234	300	360
97	21	85	237	420	480
98	164	37	237	360	420
99	80	108	238	360	420
100	137	4	240	360	420
101	10	67	245	360	420
102	195	97	245	480	540
103	185	124	245	420	480
104	140	3	251	480	540
105	40	130	252	480	540
106	8	89	255	300	360
107	180	147	258	420	480
108	137	4	260	300	360
109	28	193	262	300	360
110	63	58	265	480	540
111	172	179	268	480	540
112	174	185	268	300	360
113	68	50	271	420	480
114	15	87	277	300	360
115	80	167	284	300	360
116	63	149	285	300	360
117	179	141	286	300	360
118	95	50	288	480	540
119	78	169	290	420	480
120	5	162	293	480	540
121	159	105	294	480	540
122	187	92	296	420	480
123	80	167	298	300	360
124	159	105	299	360	420
125	127	143	300	300	360
126	193	12	301	420	480
127	10	67	302	480	540
128	22	61	306	420	480
129	89	39	309	420	480
130	59	57	309	420	480
131	57	157	309	420	480
132	98	4	314	420	480
133	137	4	320	480	540
134	104	5	324	360	420
135	99	45	325	420	480
136	40	130	325	480	540
137	122	13	326	420	480
138	57	157	332	480	540
139	92	178	333	360	420
140	185	124	334	360	420
141	10	67	337	420	480
142	95	50	340	480	540
143	125	49	341	480	540
144	5	73	343	420	480
145	154	7	345	420	480
146	10	67	345	480	540
147	65	53	346	420	480
148	195	97	347	480	540
149	185	123	360	480	540
150	135	45	368	420	480
151	92	178	370	480	540
152	55	51	370	480	540
153	180	147	372	480	540
154	85	192	376	420	480
155	20	59	377	420	480
156	95	50	377	420	480
157	187	112	380	480	540
158	158	81	381	480	540
159	66	58	386	420	480
160	74	55	387	420	480
161	158	81	389	480	540
162	59	57	390	480	540
163	60	153	391	480	540
164	68	50	393	480	540
165	41	43	394	480	540
166	80	167	394	480	540
167	197	113	397	480	540
168	97	67	401	480	540
169	78	119	406	420	480
170	140	4	408	480	540
171	12	69	412	420	480
172	39	112	414	480	540
173	7	151	415	420	480
174	63	149	418	480	540
175	99	45	424	480	540
176	18	35	425	480	540
177	164	37	428	480	540
178	48	30	432	480	540
179	78	169	432	480	540
180	5	73	434	480	540
181	124	191	435	480	540
182	35	160	438	480	540
183	20	59	441	480	540
184	107	96	448	480	540
185	185	124	452	480	540
186	140	11	452	480	540
187	195	97	452	480	540
188	79	115	454	480	540
189	137	4	456	480	540
190	195	97	457	480	540
191	129	176	458	480	540
192	174	185	459	480	540
193	158	81	460	480	540
194	22	61	464	480	540
195	140	11	467	480	540
196	103	70	471	480	540
197	89	39	480	480	540
