Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	246	152	20	120	180
2	377	29	27	279	339
3	303	258	39	151	211
4	30	349	41	426	486
5	77	319	53	335	395
6	329	208	75	82	142
7	65	335	76	347	407
8	348	319	85	329	389
9	267	221	89	172	232
10	41	399	101	428	488
11	279	337	107	239	299
12	163	207	114	436	496
13	259	285	123	227	287
14	63	166	124	192	252
15	329	208	127	167	227
16	358	309	127	259	319
17	300	319	130	372	432
18	267	221	131	177	237
19	276	298	132	300	360
20	378	30	136	269	329
21	237	243	151	332	392
22	297	137	153	323	383
23	300	319	157	229	289
24	255	80	168	429	489
25	327	11	170	397	457
26	377	29	172	282	342
27	230	139	177	183	243
28	56	156	178	241	301
29	100	15	185	419	479
30	368	278	188	304	364
31	40	153	192	357	417
32	140	387	199	281	341
33	382	49	200	225	285
34	255	80	210	256	316
35	384	47	225	248	308
36	56	97	246	414	474
37	41	399	249	416	476
38	353	3	253	307	367
39	26	260	254	274	334
40	394	299	265	458	518
41	77	319	283	468	528
42	246	152	284	377	437
43	153	315	286	452	512
44	294	184	291	461	521
45	338	315	299	342	402
46	57	381	302	383	443
47	200	48	305	423	483
48	367	300	306	442	502
49	39	34	308	457	517
50	147	210	310	439	499
51	30	349	312	432	492
52	285	184	316	382	442
53	277	143	319	438	498
54	231	6	325	352	412
55	327	115	326	399	459
56	49	187	329	480	540
57	367	300	331	469	529
58	40	153	332	438	498
59	338	315	336	412	472
60	178	103	338	416	476
61	23	317	346	366	426
62	398	258	348	348	408
63	152	361	354	365	425
64	365	303	369	431	491
65	353	3	370	391	451
66	29	86	372	421	481
67	388	106	385	405	465
68	59	285	389	445	505
69	40	153	420	430	490
70	73	4	426	443	503
71	260	352	434	436	496
72	36	203	438	454	514
73	110	290	452	460	520
74	77	319	458	464	524
75	388	106	463	476	536
76	36	286	466	477	537
77	358	309	469	479	539
78	146	301	472	478	538
79	142	238	473	474	534
