Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	32	47	17
2	7	119	36
3	84	81	40
4	168	58	59
5	75	170	62
6	94	31	63
7	63	149	63
8	126	100	78
9	115	75	103
10	115	75	109
11	63	151	112
12	138	61	148
13	186	149	151
14	149	78	152
15	113	151	154
16	186	8	172
17	173	42	178
18	55	87	205
19	143	116	209
20	143	116	210
21	158	20	217
22	186	8	220
23	66	3	225
24	6	193	243
25	151	180	246
26	75	170	253
27	67	70	278
28	36	104	280
29	135	45	281
30	115	50	297
31	114	112	324
32	55	51	330
33	186	8	342
34	103	77	342
35	145	71	345
36	113	151	345
37	104	88	374
38	188	70	386
39	41	186	390
40	158	20	395
41	114	112	395
42	173	42	399
43	137	59	413
44	94	31	416
45	24	197	420
46	50	135	421
47	75	173	431
48	27	97	433
49	135	45	435
50	188	70	441
51	172	161	442
52	38	101	445
53	35	9	446
54	75	173	447
55	60	153	451
56	75	170	461
