Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	349	157	7	120	180
2	381	290	56	120	180
3	262	30	62	480	540
4	175	299	88	420	480
5	34	242	90	180	240
6	364	25	92	480	540
7	363	24	92	120	180
8	370	104	101	120	180
9	195	294	102	240	300
10	40	380	103	120	180
11	366	251	126	180	240
12	325	45	128	300	360
13	226	52	131	180	240
14	276	157	146	360	420
15	222	383	155	180	240
16	186	304	162	420	480
17	186	304	165	420	480
18	28	353	173	180	240
19	102	118	192	360	420
20	201	6	209	240	300
21	18	100	221	300	360
22	340	290	227	480	540
23	363	24	242	480	540
24	23	97	247	480	540
25	370	104	261	480	540
26	28	353	264	480	540
27	220	238	271	480	540
28	369	100	296	360	420
29	235	212	301	480	540
30	231	6	324	480	540
31	189	306	356	480	540
32	369	107	356	420	480
33	364	25	360	480	540
34	68	143	362	420	480
35	195	294	371	420	480
36	350	131	379	420	480
37	393	307	380	480	540
38	82	365	386	420	480
39	23	97	391	480	540
40	102	118	403	480	540
41	24	96	406	420	480
42	153	315	409	420	480
43	315	237	422	480	540
44	395	340	435	480	540
45	393	297	455	480	540
46	68	143	457	480	540
47	364	55	459	480	540
48	60	319	459	480	540
49	366	340	463	480	540
50	237	243	475	480	540
