Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	38	10	25	360	420
2	30	50	32	180	240
3	70	58	33	420	480
4	50	40	40	480	540
5	65	82	66	480	540
6	8	40	71	420	480
7	38	15	77	300	360
8	38	15	87	360	420
9	0	45	99	420	480
10	72	45	111	180	240
11	20	50	124	480	540
12	70	58	143	480	540
13	36	40	144	300	360
14	45	35	152	480	540
15	48	20	154	420	480
16	36	40	176	180	240
17	64	46	195	240	300
18	0	40	206	360	420
19	60	55	226	300	360
20	33	32	236	420	480
21	45	35	240	360	420
22	55	80	257	300	360
23	20	80	265	300	360
24	34	25	267	480	540
25	14	66	279	360	420
26	48	30	284	300	360
27	72	55	313	480	540
28	40	5	340	360	420
29	8	40	347	420	480
30	20	85	373	480	540
31	95	30	380	480	540
32	85	25	385	420	480
33	15	75	386	420	480
34	56	64	394	420	480
35	42	15	402	420	480
36	38	5	411	420	480
37	53	30	411	420	480
38	5	35	427	480	540
39	55	80	431	480	540
40	42	65	442	480	540
41	8	40	453	480	540
42	58	70	455	480	540
43	42	65	476	480	540
44	52	75	476	480	540
