Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	112	43	5
2	236	248	5
3	199	28	6
4	107	39	19
5	227	80	36
6	293	62	38
7	112	272	45
8	275	97	46
9	254	87	50
10	6	168	51
11	254	87	56
12	11	191	56
13	114	204	57
14	216	62	66
15	54	285	68
16	85	228	75
17	217	73	75
18	149	282	76
19	140	214	77
20	277	101	78
21	289	79	79
22	115	196	81
23	155	180	85
24	30	243	87
25	227	80	91
26	108	113	116
27	52	288	124
28	274	97	124
29	50	285	143
30	254	87	151
31	100	73	157
32	51	217	160
33	84	231	160
34	61	70	165
35	213	68	178
36	190	181	192
37	300	44	197
38	230	128	211
39	300	44	223
40	30	226	224
41	57	125	224
42	227	80	225
43	149	282	229
44	125	168	242
45	125	168	249
46	246	166	250
47	97	232	251
48	158	140	263
49	107	39	266
50	155	180	276
51	6	168	288
52	230	128	291
53	300	44	291
54	133	99	293
55	100	73	311
56	246	137	316
57	188	142	319
58	52	288	334
59	167	176	335
60	208	47	384
61	246	166	384
62	257	58	394
63	176	70	402
64	133	99	405
65	2	238	414
66	274	6	415
67	11	191	419
68	13	202	424
69	167	176	426
70	13	265	432
71	191	49	434
72	227	80	445
73	54	285	445
74	81	238	462
75	115	196	469
76	11	242	471
77	112	43	474
