Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	143	116	10
2	60	153	18
3	186	149	21
4	168	58	22
5	175	60	23
6	137	59	24
7	184	140	27
8	28	127	35
9	56	148	39
10	191	138	41
11	6	193	44
12	60	71	55
13	53	180	57
14	66	3	67
15	114	72	68
16	125	53	79
17	152	122	80
18	171	36	81
19	35	9	89
20	155	107	90
21	60	153	92
22	32	47	98
23	149	78	99
24	104	88	99
25	155	107	103
26	191	124	103
27	84	81	106
28	24	197	110
29	121	46	112
30	103	77	113
31	75	170	118
32	145	71	119
33	120	39	127
34	112	42	134
35	150	26	136
36	24	197	136
37	191	138	140
38	145	71	141
39	24	197	144
40	151	180	148
41	85	193	148
42	63	151	149
43	191	138	150
44	49	99	151
45	54	37	153
46	188	70	155
47	135	45	159
48	94	31	169
49	191	138	170
50	137	59	172
51	182	89	176
52	137	59	185
53	175	60	187
54	24	197	190
55	150	26	194
56	173	42	201
57	6	193	202
58	115	50	204
59	145	71	209
60	135	45	210
61	41	186	211
62	150	26	213
63	113	151	214
64	152	122	214
65	54	37	232
66	77	119	235
67	124	191	238
68	168	58	242
69	75	173	242
70	71	114	245
71	176	134	251
72	63	151	251
73	30	183	256
74	36	104	259
75	138	61	261
76	24	197	264
77	151	180	269
78	53	175	272
79	48	106	272
80	115	50	301
81	171	36	317
82	85	193	318
83	124	191	319
84	182	89	319
85	176	134	323
86	71	114	325
87	67	70	326
88	75	170	327
89	124	191	329
90	86	69	331
91	138	61	332
92	31	79	336
93	178	61	337
94	27	97	340
95	50	135	340
96	53	175	342
97	38	101	345
98	81	183	350
99	60	71	352
100	50	135	355
101	151	132	358
102	35	9	363
103	63	151	365
104	67	70	366
105	127	143	371
106	175	60	373
107	28	127	374
108	145	71	375
109	158	20	380
110	53	175	380
111	70	28	382
112	53	175	385
113	63	149	386
114	151	180	388
115	125	78	388
116	180	66	389
117	95	50	394
118	188	70	396
119	71	114	404
120	75	170	406
121	188	70	414
122	137	59	416
123	164	37	420
124	188	70	428
125	125	78	437
126	121	50	438
127	186	8	439
128	67	70	441
129	37	177	443
130	53	79	448
131	180	66	449
132	7	119	453
133	41	186	464
134	135	45	471
135	123	90	471
136	13	139	473
137	172	161	473
138	178	61	477
139	137	158	479
