Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	173	42	3
2	38	101	9
3	53	79	13
4	53	79	16
5	178	127	16
6	74	55	23
7	50	135	27
8	63	151	28
9	186	8	33
10	35	9	34
11	103	77	34
12	24	197	43
13	74	55	47
14	81	183	54
15	186	149	59
16	55	51	64
17	191	124	65
18	186	149	68
19	191	124	69
20	86	69	71
21	86	69	73
22	180	66	93
23	135	45	94
24	178	127	96
25	113	151	99
26	123	90	100
27	196	126	109
28	120	39	110
29	104	88	110
30	182	110	110
31	135	45	111
32	158	20	120
33	145	71	130
34	49	99	132
35	176	134	133
36	135	45	134
37	168	58	138
38	150	26	143
39	25	48	145
40	31	79	147
41	13	139	147
42	103	77	149
43	124	191	153
44	123	90	157
45	36	104	164
46	70	28	165
47	184	140	165
48	138	61	166
49	63	151	172
50	66	3	176
51	115	50	178
52	56	148	178
53	114	112	179
54	145	71	180
55	94	31	181
56	31	79	181
57	55	87	182
58	164	37	186
59	13	139	187
60	37	177	187
61	173	42	189
62	63	151	190
63	32	47	193
64	114	183	195
65	121	46	195
66	66	3	197
67	55	51	198
68	24	197	199
69	196	126	200
70	35	9	203
71	121	50	207
72	7	119	214
73	123	90	214
74	86	69	220
75	114	72	225
76	32	47	226
77	114	72	233
78	121	46	235
79	40	130	236
80	137	158	241
81	196	126	244
82	56	148	246
83	137	59	248
84	53	180	249
85	24	197	251
86	126	100	257
87	49	99	266
88	84	81	270
89	193	12	277
90	151	132	279
91	41	186	285
92	56	148	297
93	121	46	298
94	66	3	302
95	38	101	306
96	104	88	306
97	24	197	307
98	150	26	311
99	176	134	314
100	70	28	314
101	103	77	318
102	85	193	323
103	150	26	324
104	80	190	327
105	191	138	335
106	193	12	339
107	173	42	340
108	114	112	348
109	178	61	348
110	95	50	348
111	80	190	357
112	24	197	358
113	80	190	367
114	115	50	368
115	191	138	372
116	186	8	372
117	112	42	374
118	53	175	381
119	186	8	383
120	60	153	393
121	25	48	394
122	32	47	396
123	138	61	405
124	55	87	407
125	50	135	408
126	178	127	410
127	84	81	411
128	41	186	416
129	151	180	417
130	53	79	419
131	49	99	425
132	28	77	426
133	196	126	432
134	49	99	434
135	172	161	434
136	31	79	435
137	173	42	436
138	180	66	437
139	49	99	438
140	47	118	443
141	114	183	449
142	125	53	457
143	31	79	458
144	56	148	462
145	137	158	465
146	158	20	465
147	56	148	466
148	37	177	468
149	151	180	468
150	158	20	474
151	95	50	475
152	184	110	475
