Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	4	28	5
2	99	112	14
3	28	78	17
4	113	69	20
5	77	100	29
6	127	28	33
7	107	63	38
8	16	38	60
9	121	110	66
10	86	102	72
11	18	38	80
12	74	96	83
13	74	93	86
14	1	24	103
15	36	132	109
16	86	102	115
17	134	31	118
18	4	30	122
19	74	93	142
20	64	61	172
21	91	108	181
22	127	29	191
23	74	99	193
24	28	99	196
25	21	25	204
26	6	135	224
27	86	37	227
28	127	28	228
29	21	48	246
30	115	134	251
31	99	112	267
32	21	25	272
33	0	27	281
34	134	31	283
35	24	24	294
36	29	28	300
37	86	102	300
38	123	112	304
39	95	77	311
40	139	10	324
41	36	132	354
42	134	31	358
43	64	61	365
44	86	102	370
45	118	131	372
46	118	131	391
47	127	29	401
48	4	30	415
49	4	28	419
50	103	69	430
51	61	48	438
52	103	69	441
53	28	78	455
54	130	27	469
55	74	96	472
