Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	142	363	1
2	130	235	1
3	282	7	1
4	243	103	3
5	351	281	3
6	97	139	4
7	140	265	5
8	128	161	16
9	282	198	19
10	117	252	19
11	79	139	20
12	296	209	24
13	275	29	27
14	260	156	33
15	84	192	38
16	183	37	40
17	389	122	42
18	218	172	43
19	160	138	45
20	130	186	46
21	149	244	46
22	215	188	47
23	144	343	50
24	281	86	58
25	215	188	59
26	129	361	61
27	275	29	65
28	140	265	67
29	156	144	69
30	300	203	73
31	86	140	74
32	174	92	75
33	183	56	77
34	379	124	77
35	96	113	81
36	166	124	83
37	129	361	83
38	265	377	84
39	263	118	90
40	149	345	92
41	282	7	93
42	130	186	94
43	272	193	98
44	389	122	100
45	282	248	103
46	289	203	108
47	296	209	110
48	282	7	117
49	149	345	120
50	128	161	122
51	296	209	123
52	208	91	124
53	275	29	127
54	272	193	127
55	97	91	127
56	50	248	131
57	50	248	135
58	266	90	135
59	54	218	135
60	266	90	143
61	144	343	144
62	273	342	148
63	73	183	150
64	282	7	150
65	202	42	152
66	54	218	154
67	202	42	158
68	87	204	160
69	286	108	160
70	183	37	167
71	226	102	167
72	255	384	171
73	379	124	171
74	244	277	175
75	226	102	180
76	97	139	180
77	291	215	184
78	69	70	189
79	261	363	193
80	351	281	201
81	261	363	202
82	389	122	203
83	312	217	205
84	266	90	207
85	296	209	209
86	69	126	212
87	341	287	215
88	174	92	217
89	341	287	218
90	281	86	225
91	123	175	225
92	243	103	227
93	242	283	231
94	97	139	231
95	97	91	239
96	379	124	243
97	291	215	250
98	282	7	250
99	136	250	253
100	130	245	257
101	281	86	258
102	129	361	260
103	50	248	264
104	282	198	264
105	74	85	268
106	271	375	268
107	156	144	268
108	87	204	269
109	69	70	269
110	208	91	276
111	242	283	277
112	86	140	278
113	156	144	279
114	291	215	280
115	144	343	282
116	230	387	288
117	267	393	288
118	70	207	292
119	46	227	292
120	263	80	293
121	261	363	298
122	149	244	303
123	86	140	304
124	280	249	308
125	263	118	311
126	97	91	324
127	259	117	324
128	226	102	327
129	389	122	327
130	242	283	328
131	79	139	332
132	281	230	340
133	204	21	344
134	97	139	351
135	259	117	354
136	341	287	357
137	368	103	361
138	215	188	363
139	149	345	366
140	258	134	367
141	208	91	368
142	267	393	369
143	174	92	372
144	269	83	378
145	389	122	379
146	230	387	382
147	51	95	388
148	261	363	390
149	296	209	397
150	202	42	399
151	46	227	400
152	281	86	402
153	218	172	404
154	214	20	404
155	129	361	405
156	73	183	407
157	286	108	409
158	275	29	410
159	268	97	414
160	289	203	416
161	97	139	416
162	215	188	418
163	84	192	424
164	86	140	427
165	281	230	429
166	51	95	431
167	138	356	440
168	211	110	440
169	341	287	443
170	144	343	449
171	379	124	451
172	312	217	457
173	263	118	460
174	51	95	463
175	265	377	466
176	243	103	468
177	130	245	470
178	269	83	471
179	268	97	472
180	280	249	473
181	259	117	474
182	361	125	474
183	271	375	475
184	183	37	477
185	96	113	479
