Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	119	114	2
2	135	65	3
3	99	34	6
4	90	44	7
5	118	131	8
6	96	26	9
7	84	88	16
8	107	25	17
9	67	55	31
10	137	96	31
11	139	110	33
12	17	43	39
13	35	90	39
14	87	39	44
15	16	39	50
16	137	127	53
17	58	95	58
18	137	96	63
19	92	107	67
20	91	95	69
21	121	134	70
22	97	29	73
23	99	34	83
24	137	101	95
25	112	67	99
26	118	114	100
27	39	13	104
28	66	91	106
29	4	44	107
30	89	24	111
31	139	110	112
32	67	55	117
33	33	0	134
34	118	114	135
35	92	107	138
36	13	48	139
37	35	90	141
38	99	26	149
39	41	36	153
40	17	43	160
41	90	101	164
42	17	37	169
43	13	48	173
44	107	63	177
45	16	92	177
46	127	108	178
47	137	101	179
48	17	43	181
49	89	39	186
50	59	56	187
51	110	99	187
52	121	112	193
53	80	103	193
54	15	18	205
55	39	13	208
56	135	65	217
57	119	114	217
58	102	60	217
59	135	65	219
60	17	37	226
61	122	131	229
62	137	96	231
63	96	26	233
64	36	105	233
65	108	30	235
66	103	69	237
67	117	92	237
68	8	138	240
69	22	38	249
70	48	47	250
71	19	39	252
72	122	131	252
73	113	45	261
74	94	104	262
75	137	127	263
76	1	34	270
77	139	110	277
78	107	25	279
79	20	39	285
80	4	28	293
81	94	104	293
82	59	52	303
83	119	114	311
84	13	48	313
85	105	2	313
86	66	91	315
87	59	56	320
88	100	106	320
89	84	36	327
90	19	39	328
91	120	14	333
92	85	75	334
93	54	41	341
94	113	32	353
95	61	34	353
96	6	25	358
97	22	38	360
98	1	34	361
99	20	39	361
100	121	112	362
101	85	75	363
102	112	67	365
103	66	91	366
104	23	39	367
105	109	131	368
106	103	86	369
107	89	39	369
108	90	44	372
109	15	18	380
110	80	103	380
111	33	0	384
112	54	41	384
113	94	104	386
114	121	112	388
115	89	39	389
116	1	34	389
117	118	114	390
118	90	101	390
119	121	112	394
120	48	47	394
121	109	131	401
122	108	30	404
123	58	95	410
124	137	96	415
125	103	69	415
126	127	108	419
127	94	104	422
128	19	39	422
129	1	34	432
130	90	44	434
131	4	28	437
132	121	112	446
133	19	39	451
134	103	69	452
135	36	105	453
136	113	45	454
137	94	104	454
138	8	87	454
139	21	115	454
140	39	13	458
141	1	34	460
142	96	26	468
143	28	107	477
144	118	114	479
