Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	92	107	21	360	420
2	86	37	26	420	480
3	43	135	28	120	180
4	92	107	30	480	540
5	35	99	35	60	120
6	110	66	35	60	120
7	28	99	36	180	240
8	4	125	36	360	420
9	25	26	39	180	240
10	104	106	45	480	540
11	107	105	84	300	360
12	99	26	87	240	300
13	22	22	92	420	480
14	16	38	99	180	240
15	36	132	103	420	480
16	103	111	134	480	540
17	98	70	135	480	540
18	21	26	143	240	300
19	4	30	144	240	300
20	136	29	146	420	480
21	28	99	168	480	540
22	28	33	176	480	540
23	4	125	196	360	420
24	0	117	203	240	300
25	132	24	217	240	300
26	91	108	221	480	540
27	74	96	227	480	540
28	134	31	250	420	480
29	0	27	268	360	420
30	1	24	286	480	540
31	125	108	287	300	360
32	88	35	289	480	540
33	19	39	292	300	360
34	10	134	297	300	360
35	61	48	300	420	480
36	84	99	317	480	540
37	103	111	320	420	480
38	103	106	322	480	540
39	59	56	323	420	480
40	28	78	329	360	420
41	36	105	344	480	540
42	90	104	349	360	420
43	4	30	349	480	540
44	109	131	350	480	540
45	130	27	354	420	480
46	62	58	356	360	420
47	127	28	360	420	480
48	92	107	362	420	480
49	4	23	382	420	480
50	86	102	384	480	540
51	127	112	393	480	540
52	86	37	415	480	540
53	93	75	423	480	540
54	36	105	442	480	540
55	30	31	460	480	540
56	86	36	462	480	540
57	10	137	464	480	540
58	93	75	472	480	540
