Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	130	27	7	480	540
2	86	102	39	480	540
3	93	75	41	420	480
4	33	131	41	360	420
5	25	26	42	120	180
6	33	131	52	420	480
7	30	24	68	480	540
8	121	110	103	480	540
9	92	107	111	480	540
10	99	112	112	240	300
11	34	138	120	360	420
12	35	99	131	420	480
13	103	69	142	180	240
14	110	66	148	240	300
15	29	28	149	180	240
16	118	131	164	480	540
17	107	63	168	300	360
18	127	112	173	480	540
19	104	106	183	420	480
20	16	38	204	480	540
21	98	70	211	300	360
22	21	44	220	420	480
23	103	106	225	240	300
24	104	106	227	480	540
25	4	23	228	300	360
26	86	37	233	240	300
27	104	106	245	300	360
28	25	26	260	420	480
29	127	112	265	300	360
30	130	27	268	300	360
31	88	35	276	360	420
32	103	106	279	300	360
33	6	135	292	360	420
34	136	29	294	420	480
35	35	99	295	360	420
36	92	107	296	420	480
37	61	54	307	480	540
38	34	82	315	480	540
39	92	107	337	360	420
40	77	100	338	360	420
41	59	52	347	480	540
42	24	24	363	480	540
43	88	35	364	480	540
44	1	24	387	420	480
45	28	78	388	420	480
46	103	69	400	420	480
47	119	136	407	420	480
48	103	69	424	480	540
49	74	93	439	480	540
50	121	110	444	480	540
51	121	110	457	480	540
52	4	28	460	480	540
53	137	6	467	480	540
54	22	22	470	480	540
55	101	107	478	480	540
