Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	134	273	2	60	120
2	203	217	7	60	120
3	131	254	8	420	480
4	67	142	9	60	120
5	251	222	9	420	480
6	251	222	10	120	180
7	251	222	13	360	420
8	160	111	14	300	360
9	226	56	14	300	360
10	74	62	15	240	300
11	182	178	20	300	360
12	117	262	23	60	120
13	221	213	24	240	300
14	53	145	30	300	360
15	86	232	34	360	420
16	236	224	37	360	420
17	42	123	37	360	420
18	74	62	43	240	300
19	263	248	44	480	540
20	199	214	54	360	420
21	22	126	57	420	480
22	234	216	63	480	540
23	77	11	64	420	480
24	74	62	66	360	420
25	125	39	69	120	180
26	131	254	73	240	300
27	153	64	78	300	360
28	227	187	83	120	180
29	131	254	96	360	420
30	263	248	98	360	420
31	203	217	106	420	480
32	262	50	106	480	540
33	279	44	107	240	300
34	153	64	109	360	420
35	149	130	110	240	300
36	56	117	112	360	420
37	134	273	118	360	420
38	227	187	118	360	420
39	144	250	120	480	540
40	199	214	121	420	480
41	162	141	125	180	240
42	122	24	128	360	420
43	230	182	128	300	360
44	262	50	130	180	240
45	236	224	139	240	300
46	92	114	141	360	420
47	131	254	145	360	420
48	129	41	147	420	480
49	45	44	149	240	300
50	141	3	150	240	300
51	262	50	150	480	540
52	144	250	157	300	360
53	115	235	162	360	420
54	86	232	163	180	240
55	114	27	165	300	360
56	92	114	168	360	420
57	138	17	169	360	420
58	221	213	174	420	480
59	221	213	176	240	300
60	22	126	177	480	540
61	71	222	179	360	420
62	251	222	184	300	360
63	274	195	188	420	480
64	42	123	202	480	540
65	227	187	203	360	420
66	225	51	205	360	420
67	276	38	205	480	540
68	71	222	205	240	300
69	28	122	211	360	420
70	162	141	222	480	540
71	250	234	224	480	540
72	129	41	226	240	300
73	259	212	227	360	420
74	137	255	230	420	480
75	173	73	236	480	540
76	262	50	238	240	300
77	135	23	239	480	540
78	53	145	244	360	420
79	221	213	245	480	540
80	284	30	251	480	540
81	189	138	257	480	540
82	245	240	261	480	540
83	275	31	273	360	420
84	132	262	273	420	480
85	6	146	275	300	360
86	144	250	280	480	540
87	259	212	282	480	540
88	259	212	286	360	420
89	134	273	287	360	420
90	242	263	290	360	420
91	66	139	295	480	540
92	115	2	297	360	420
93	42	123	299	300	360
94	66	139	301	360	420
95	40	60	302	480	540
96	153	64	310	360	420
97	257	41	312	360	420
98	239	188	313	360	420
99	227	187	315	420	480
100	249	44	315	420	480
101	225	51	316	360	420
102	274	195	316	420	480
103	193	194	322	420	480
104	225	51	330	420	480
105	131	254	333	420	480
106	279	44	339	480	540
107	189	138	341	480	540
108	22	126	341	360	420
109	34	50	341	360	420
110	171	143	344	420	480
111	114	27	344	360	420
112	242	263	346	360	420
113	245	240	353	480	540
114	144	250	353	480	540
115	270	23	354	480	540
116	53	145	357	420	480
117	176	117	358	360	420
118	252	60	358	360	420
119	71	126	366	420	480
120	263	248	374	480	540
121	195	253	378	480	540
122	115	235	378	420	480
123	171	143	385	480	540
124	234	216	389	420	480
125	176	117	393	420	480
126	195	253	394	420	480
127	234	216	394	480	540
128	203	217	395	420	480
129	108	103	412	420	480
130	132	262	413	480	540
131	270	23	413	480	540
132	230	182	417	420	480
133	42	123	417	480	540
134	162	141	420	420	480
135	175	142	422	480	540
136	284	184	425	480	540
137	52	80	426	480	540
138	241	46	426	480	540
139	249	44	431	480	540
140	250	247	434	480	540
141	117	262	434	480	540
142	56	117	435	480	540
143	74	62	446	480	540
144	175	84	447	480	540
145	87	112	448	480	540
146	199	214	451	480	540
147	226	56	452	480	540
148	153	64	452	480	540
149	284	30	453	480	540
150	251	222	456	480	540
151	236	224	463	480	540
152	52	80	471	480	540
153	252	60	477	480	540
