Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	58	80	1
2	85	111	4
3	71	70	10
4	93	61	11
5	37	73	15
6	4	44	20
7	120	22	23
8	16	62	23
9	121	123	27
10	20	69	36
11	81	57	37
12	81	57	46
13	18	70	54
14	105	2	57
15	82	103	63
16	29	94	69
17	83	12	70
18	90	14	73
19	51	92	75
20	89	39	81
21	107	102	91
22	50	106	95
23	89	39	96
24	16	92	101
25	85	111	103
26	117	92	105
27	82	103	109
28	121	123	121
29	20	69	136
30	69	116	162
31	16	62	166
32	35	90	169
33	38	122	171
34	140	36	178
35	97	115	187
36	15	18	190
37	16	62	194
38	44	36	206
39	70	83	216
40	69	116	219
41	66	82	223
42	58	95	229
43	48	47	230
44	104	73	231
45	82	100	231
46	56	139	232
47	78	63	236
48	71	70	249
49	136	123	254
50	44	58	255
51	85	111	266
52	103	82	273
53	78	63	279
54	54	33	283
55	99	34	290
56	16	92	290
57	29	94	294
58	137	96	303
59	37	125	311
60	37	73	313
61	81	36	314
62	138	105	314
63	120	102	315
64	82	103	315
65	120	22	317
66	120	102	317
67	51	92	323
68	54	33	325
69	137	96	333
70	78	111	335
71	99	34	337
72	37	73	339
73	66	82	340
74	65	0	342
75	58	11	342
76	35	90	350
77	39	100	351
78	30	57	353
79	37	73	361
80	121	123	363
81	39	100	363
82	42	29	365
83	85	111	367
84	99	34	374
85	139	68	376
86	8	138	376
87	18	70	393
88	97	115	403
89	37	125	403
90	12	84	408
91	81	57	410
92	125	68	412
93	10	111	413
94	82	100	421
95	81	36	421
96	121	124	421
97	120	102	438
98	10	111	439
99	69	116	443
100	18	70	446
101	81	57	450
102	39	100	453
103	120	52	454
104	90	44	479
