Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	115	134	11	287	347
2	58	95	14	400	460
3	97	12	16	54	114
4	61	48	16	452	512
5	54	41	24	62	122
6	6	25	26	450	510
7	21	44	29	70	130
8	84	39	30	234	294
9	86	102	32	87	147
10	18	38	33	278	338
11	36	54	36	206	266
12	121	110	37	64	124
13	113	35	37	126	186
14	92	107	39	119	179
15	97	28	40	293	353
16	116	132	43	45	105
17	119	130	45	271	331
18	97	12	48	225	285
19	140	42	56	103	163
20	140	36	57	145	205
21	8	138	59	440	500
22	106	10	64	439	499
23	17	43	67	268	328
24	15	9	70	218	278
25	86	37	73	331	391
26	56	139	76	311	371
27	106	10	83	145	205
28	16	39	84	368	428
29	91	95	84	317	377
30	119	114	84	264	324
31	92	107	89	230	290
32	1	24	92	216	276
33	86	37	94	437	497
34	107	77	99	154	214
35	113	71	108	166	226
36	23	39	110	404	464
37	54	41	112	201	261
38	137	137	117	405	465
39	97	29	128	308	368
40	54	41	132	355	415
41	94	105	136	393	453
42	118	114	140	457	517
43	140	36	145	195	255
44	110	99	149	289	349
45	4	44	149	346	406
46	103	69	158	464	524
47	86	36	171	385	445
48	21	115	175	240	300
49	32	106	177	277	337
50	36	54	179	230	290
51	85	106	180	197	257
52	90	44	182	201	261
53	89	39	184	439	499
54	121	123	185	305	365
55	118	114	187	268	328
56	125	68	187	275	335
57	91	95	188	203	263
58	1	24	189	303	363
59	67	55	190	351	411
60	98	31	193	414	474
61	107	63	194	211	271
62	70	94	196	431	491
63	103	82	196	448	508
64	137	137	197	412	472
65	16	62	197	214	274
66	57	53	198	399	459
67	66	91	199	393	453
68	113	35	205	398	458
69	112	13	208	425	485
70	103	69	211	310	370
71	23	39	212	253	313
72	106	10	218	440	500
73	28	99	219	291	351
74	86	102	222	236	296
75	103	82	222	341	401
76	126	112	225	351	411
77	61	48	228	261	321
78	16	39	229	278	338
79	91	95	229	316	376
80	82	100	230	309	369
81	86	37	231	404	464
82	15	9	235	414	474
83	50	106	236	345	405
84	21	115	249	252	312
85	90	44	250	351	411
86	119	114	250	386	446
87	119	130	251	355	415
88	103	44	258	292	352
89	92	107	258	424	484
90	107	77	260	333	393
91	89	39	261	330	390
92	63	50	265	347	407
93	8	87	265	459	519
94	1	24	266	331	391
95	16	92	267	320	380
96	56	139	268	401	461
97	85	106	273	428	488
98	113	35	278	307	367
99	119	114	281	352	412
100	16	62	286	378	438
101	66	91	287	371	431
102	84	36	287	436	496
103	137	137	295	370	430
104	57	59	296	365	425
105	23	39	297	301	361
106	21	115	302	388	448
107	103	69	303	444	504
108	118	131	304	479	539
109	6	25	306	373	433
110	137	101	306	396	456
111	98	31	307	369	429
112	85	106	308	388	448
113	61	34	309	332	392
114	62	58	311	357	417
115	15	4	315	391	451
116	17	43	320	367	427
117	91	95	323	388	448
118	61	54	325	475	535
119	15	18	326	328	388
120	13	48	327	392	452
121	118	114	327	336	396
122	86	36	331	341	401
123	17	37	331	349	409
124	122	113	337	377	437
125	119	114	339	386	446
126	17	37	349	419	479
127	97	29	351	437	497
128	16	92	352	404	464
129	19	39	355	360	420
130	121	123	369	385	445
131	67	55	369	408	468
132	50	106	375	416	476
133	61	34	383	456	516
134	91	95	390	448	508
135	118	108	394	406	466
136	82	100	394	423	483
137	20	69	395	453	513
138	116	132	396	456	516
139	138	78	397	456	516
140	15	9	401	433	493
141	138	78	405	453	513
142	84	39	409	479	539
143	118	131	410	437	497
144	98	31	412	425	485
145	13	48	413	447	507
146	35	90	417	431	491
147	50	106	418	459	519
148	34	104	418	469	529
149	56	139	420	466	526
150	109	139	422	447	507
151	116	132	422	461	521
152	84	39	424	477	537
153	127	108	430	468	528
154	34	104	431	461	521
155	66	40	438	455	515
156	21	115	439	447	507
157	90	44	440	479	539
158	17	37	443	444	504
159	98	31	448	460	520
160	20	69	454	476	536
161	90	44	455	477	537
162	106	10	459	468	528
163	122	113	462	471	531
164	116	132	464	473	533
165	107	77	471	476	536
166	119	130	473	478	538
167	122	131	473	474	534
168	89	24	474	476	536
169	122	113	477	477	537
170	50	106	477	480	540
171	57	53	478	480	540
172	125	68	478	480	540
