Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	66	55	3
2	5	35	11
3	25	30	17
4	38	15	18
5	30	35	21
6	90	35	21
7	35	5	28
8	14	66	28
9	53	35	29
10	75	55	30
11	36	18	34
12	58	70	36
13	36	18	40
14	45	70	40
15	62	69	42
16	60	85	43
17	50	35	45
18	23	52	53
19	40	5	60
20	75	55	60
21	50	30	73
22	48	30	80
23	92	30	82
24	95	30	82
25	10	35	86
26	35	69	92
27	38	15	92
28	58	75	93
29	30	56	95
30	10	40	96
31	85	25	98
32	62	40	103
33	25	85	104
34	22	75	111
35	92	30	114
36	95	35	116
37	33	32	116
38	42	15	119
39	35	66	120
40	86	46	121
41	60	60	126
42	25	50	131
43	38	15	132
44	10	35	133
45	22	66	134
46	45	70	136
47	25	50	146
48	0	45	147
49	47	35	147
50	35	66	148
51	10	40	149
52	50	35	152
53	26	32	155
54	62	40	156
55	44	5	157
56	44	25	158
57	64	46	160
58	50	35	172
59	53	35	173
60	16	42	174
61	22	85	176
62	45	65	179
63	30	30	179
64	47	40	188
65	26	32	189
66	34	25	191
67	90	35	197
68	28	70	204
69	0	40	207
70	28	70	211
71	65	82	217
72	22	75	217
73	50	35	223
74	48	20	225
75	20	80	230
76	42	30	230
77	44	5	234
78	78	40	234
79	26	32	235
80	34	25	235
81	42	10	236
82	95	30	236
83	40	5	243
84	72	45	244
85	50	30	245
86	86	46	250
87	90	35	251
88	34	60	254
89	25	35	254
90	20	55	258
91	33	35	259
92	28	70	260
93	18	75	262
94	72	45	263
95	30	30	264
96	60	85	276
97	8	62	279
98	44	5	284
99	55	80	284
100	20	80	289
101	40	5	289
102	50	30	295
103	10	40	297
104	25	30	298
105	65	82	300
106	50	35	307
107	25	30	309
108	60	85	311
109	30	56	312
110	92	30	314
111	78	40	315
112	4	55	315
113	66	55	317
114	0	45	318
115	90	35	319
116	42	10	320
117	90	35	321
118	35	69	322
119	15	75	325
120	75	55	327
121	34	60	331
122	36	40	331
123	33	35	336
124	35	69	340
125	95	30	344
126	95	35	344
127	50	30	345
128	48	20	349
129	42	15	355
130	92	30	355
131	85	35	357
132	34	25	358
133	95	30	359
134	38	10	361
135	25	50	363
136	85	35	365
137	22	75	365
138	62	40	366
139	45	65	369
140	33	35	372
141	30	56	377
142	42	15	378
143	70	58	383
144	60	85	385
145	58	75	390
146	85	25	392
147	4	55	399
148	47	40	417
149	20	50	429
150	64	46	431
151	28	52	432
152	35	69	434
153	64	46	443
154	45	70	449
155	50	40	449
156	33	32	453
157	48	30	454
158	23	52	457
159	36	18	457
160	95	30	458
161	30	56	458
162	60	66	463
163	30	30	463
164	16	42	464
165	55	80	470
166	87	30	474
167	14	66	474
168	22	66	480
