Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	5	122	6	180	240
2	8	89	7	205	265
3	200	162	9	293	353
4	47	118	15	231	291
5	5	122	19	250	310
6	130	149	27	161	221
7	85	85	31	32	92
8	155	107	33	121	181
9	108	148	34	438	498
10	159	196	36	221	281
11	125	49	37	292	352
12	157	142	42	329	389
13	99	45	48	257	317
14	12	131	49	378	438
15	7	119	61	431	491
16	180	66	65	459	519
17	7	119	66	396	456
18	63	44	75	103	163
19	159	105	79	304	364
20	40	130	79	150	210
21	162	162	80	467	527
22	85	85	81	278	338
23	103	25	81	251	311
24	36	104	82	217	277
25	151	180	85	122	182
26	42	148	89	264	324
27	47	118	91	170	230
28	200	162	92	411	471
29	165	156	93	252	312
30	149	103	95	339	399
31	71	114	98	287	347
32	42	174	99	437	497
33	88	143	107	108	168
34	97	129	109	428	488
35	36	104	113	338	398
36	103	97	119	205	265
37	139	97	121	385	445
38	63	44	123	442	502
39	126	100	123	364	424
40	38	183	124	389	449
41	151	180	125	275	335
42	156	93	125	400	460
43	59	24	128	227	287
44	85	164	139	236	296
45	151	180	145	435	495
46	125	49	151	354	414
47	105	26	153	422	482
48	17	32	155	235	295
49	111	129	156	473	533
50	148	38	158	232	292
51	146	166	159	415	475
52	42	174	163	225	285
53	42	174	164	233	293
54	18	35	165	242	302
55	200	162	172	249	309
56	111	129	176	273	333
57	17	166	180	305	365
58	9	122	181	362	422
59	125	49	182	226	286
60	63	44	184	419	479
61	112	6	187	266	326
62	155	22	196	468	528
63	35	9	198	417	477
64	109	197	199	411	471
65	23	176	203	382	442
66	84	180	205	463	523
67	172	179	207	403	463
68	5	122	207	440	500
69	148	38	212	288	348
70	12	131	215	264	324
71	85	164	215	425	485
72	149	103	216	390	450
73	156	93	222	293	353
74	188	194	222	450	510
75	184	101	224	373	433
76	188	194	224	303	363
77	39	186	226	275	335
78	75	134	238	329	389
79	56	148	240	307	367
80	59	139	243	458	518
81	154	7	243	291	351
82	84	180	245	398	458
83	42	174	248	254	314
84	30	67	248	368	428
85	155	17	260	399	459
86	146	166	263	263	323
87	59	139	276	428	488
88	47	118	289	460	520
89	184	101	291	432	492
90	172	161	299	400	460
91	158	20	300	435	495
92	172	186	305	458	518
93	179	95	305	358	418
94	146	166	314	377	437
95	85	85	318	472	532
96	159	105	321	448	508
97	110	8	323	433	493
98	139	97	324	395	455
99	139	97	324	410	470
100	12	113	325	412	472
101	35	9	327	455	515
102	17	166	330	421	481
103	71	114	337	355	415
104	156	93	339	403	463
105	179	95	341	377	437
106	188	194	344	466	526
107	188	194	348	358	418
108	112	6	348	390	450
109	89	176	351	474	534
110	110	8	358	379	439
111	155	17	358	452	512
112	159	105	360	363	423
113	124	191	369	398	458
114	172	179	372	398	458
115	125	49	379	395	455
116	17	32	400	454	514
117	172	161	401	463	523
118	30	67	403	448	508
119	155	22	406	476	536
120	116	4	410	470	530
121	85	164	411	426	486
122	88	143	412	452	512
123	143	103	413	445	505
124	157	142	421	461	521
125	152	122	423	474	534
126	85	164	425	447	507
127	156	93	425	470	530
128	124	191	428	461	521
129	75	134	434	464	524
130	75	134	435	470	530
131	59	24	448	460	520
132	113	100	449	458	518
133	66	3	449	478	538
134	184	101	454	455	515
135	155	107	461	476	536
136	159	105	463	476	536
137	36	104	463	474	534
138	56	148	465	476	536
139	30	67	472	472	532
140	75	134	476	477	537
141	60	153	477	479	539
142	12	131	479	479	539
