Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	145	31	8	335	395
2	118	5	17	94	154
3	192	151	21	397	457
4	165	113	34	417	477
5	145	9	43	101	161
6	53	29	55	373	433
7	193	23	60	70	130
8	87	117	64	132	192
9	144	190	76	302	362
10	179	141	77	86	146
11	87	117	77	196	256
12	193	159	78	189	249
13	47	49	78	183	243
14	39	58	82	350	410
15	149	5	83	425	485
16	141	8	84	158	218
17	107	125	100	393	453
18	105	125	115	205	265
19	97	67	116	116	176
20	121	36	124	191	251
21	39	58	144	272	332
22	109	126	147	307	367
23	28	193	166	390	450
24	99	144	174	278	338
25	165	116	175	320	380
26	25	146	178	245	305
27	166	117	179	410	470
28	45	48	190	395	455
29	190	28	198	230	290
30	139	7	204	280	340
31	154	27	223	412	472
32	143	0	233	439	499
33	121	36	236	395	455
34	178	123	253	440	500
35	190	28	258	360	420
36	110	164	261	400	460
37	123	4	263	323	383
38	53	61	283	299	359
39	165	116	284	464	524
40	150	103	309	435	495
41	109	126	329	435	495
42	145	31	343	352	412
43	103	66	345	354	414
44	165	116	359	365	425
45	125	38	384	473	533
46	28	193	393	459	519
47	193	23	424	424	484
48	97	65	426	435	495
49	87	117	427	437	497
50	78	184	435	457	517
51	96	147	470	472	532
52	175	57	470	478	538
53	197	140	473	473	533
