Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	84	36	2
2	103	69	3
3	8	138	7
4	61	59	36
5	23	39	42
6	41	36	43
7	16	39	62
8	80	103	74
9	113	32	76
10	35	90	92
11	110	66	92
12	90	44	95
13	118	108	97
14	118	114	104
15	23	39	106
16	125	108	106
17	121	112	107
18	120	14	115
19	50	112	117
20	110	99	126
21	105	2	129
22	87	39	130
23	15	18	133
24	84	88	135
25	118	131	167
26	118	108	168
27	61	34	170
28	112	13	173
29	118	108	175
30	84	88	185
31	100	106	200
32	112	13	202
33	126	112	203
34	83	12	213
35	23	39	222
36	139	110	224
37	118	108	224
38	21	115	226
39	10	86	232
40	94	104	233
41	118	131	234
42	61	59	235
43	113	35	251
44	59	52	254
45	92	107	262
46	8	87	272
47	89	24	281
48	89	39	282
49	127	108	286
50	84	36	291
51	117	92	293
52	103	69	293
53	113	32	303
54	105	2	316
55	116	83	318
56	121	134	318
57	107	25	319
58	8	138	321
59	13	48	323
60	1	34	325
61	103	69	332
62	41	36	335
63	78	63	343
64	103	82	347
65	33	0	356
66	96	26	359
67	99	26	361
68	23	39	365
69	4	28	367
70	41	36	378
71	127	108	405
72	58	95	409
73	97	28	412
74	13	48	413
75	137	101	416
76	70	94	419
77	99	26	429
78	137	101	434
79	125	108	435
80	103	69	436
81	110	99	442
82	117	92	459
83	121	112	463
