Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	125	228	2
2	29	94	9
3	211	150	9
4	113	114	15
5	239	77	16
6	216	157	19
7	151	294	21
8	82	31	24
9	280	130	36
10	141	137	39
11	173	72	43
12	64	53	43
13	228	220	45
14	177	225	45
15	147	178	46
16	227	222	47
17	203	125	51
18	65	49	51
19	52	231	53
20	106	77	65
21	119	253	67
22	278	177	69
23	227	222	70
24	133	99	72
25	177	225	76
26	173	72	78
27	125	228	79
28	60	156	83
29	203	125	84
30	125	228	87
31	229	217	88
32	229	217	98
33	28	103	104
34	149	186	108
35	174	79	108
36	275	182	109
37	131	228	110
38	231	70	114
39	60	156	119
40	227	222	125
41	184	12	127
42	82	31	128
43	229	217	128
44	107	71	136
45	165	182	137
46	163	200	145
47	157	266	146
48	127	101	146
49	67	154	148
50	228	223	151
51	184	12	151
52	177	225	153
53	174	79	159
54	173	13	163
55	131	95	164
56	67	154	164
57	63	7	170
58	133	99	173
59	204	127	174
60	259	126	176
61	131	95	189
62	257	137	190
63	106	77	191
64	131	226	192
65	257	243	193
66	203	125	201
67	151	294	204
68	166	113	205
69	113	202	205
70	143	288	205
71	164	95	206
72	119	253	212
73	270	37	218
74	128	172	218
75	25	141	228
76	255	240	229
77	151	294	241
78	111	52	244
79	147	178	244
80	165	182	246
81	278	177	246
82	173	13	248
83	164	95	249
84	163	200	250
85	60	64	257
86	270	37	262
87	82	31	266
88	239	77	269
89	131	226	271
90	131	226	271
91	127	101	279
92	278	177	280
93	119	253	280
94	214	156	281
95	82	31	281
96	184	12	282
97	131	226	284
98	214	156	287
99	149	186	294
100	259	126	299
101	114	204	300
102	131	226	301
103	29	94	301
104	125	228	303
105	28	103	304
106	228	220	307
107	143	111	307
108	270	37	309
109	227	214	311
110	127	101	312
111	73	226	314
112	258	247	314
113	18	206	318
114	177	225	319
115	240	73	320
116	25	50	325
117	60	64	325
118	82	31	330
119	227	222	346
120	227	214	352
121	212	26	354
122	218	3	355
123	73	226	356
124	233	245	362
125	227	214	364
126	233	245	366
127	67	154	371
128	229	217	374
129	240	73	378
130	184	12	382
131	149	186	384
132	270	37	385
133	107	71	387
134	250	126	389
135	4	149	394
136	177	225	405
137	261	212	406
138	133	99	421
139	108	109	422
140	202	133	424
141	270	37	425
142	67	154	428
143	106	77	432
144	119	253	436
145	67	161	436
146	177	225	436
147	67	154	439
148	203	125	441
149	151	294	445
150	204	127	452
151	54	285	453
152	113	50	462
153	25	50	470
154	218	3	472
155	231	70	480
