Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	65	53	1
2	118	5	2
3	118	5	9
4	85	192	9
5	28	193	10
6	25	146	11
7	181	151	18
8	151	28	19
9	47	49	21
10	7	151	22
11	145	9	26
12	154	163	34
13	162	123	38
14	166	117	40
15	57	54	40
16	62	50	42
17	194	112	43
18	145	31	49
19	97	67	57
20	154	163	58
21	153	160	59
22	39	58	63
23	190	109	65
24	145	31	65
25	194	112	66
26	196	78	73
27	47	50	76
28	64	52	77
29	5	73	79
30	182	171	81
31	154	27	82
32	192	28	82
33	57	54	83
34	85	192	83
35	154	163	84
36	29	139	85
37	149	167	88
38	143	5	97
39	181	151	98
40	93	7	100
41	147	26	103
42	154	163	104
43	154	172	105
44	23	137	105
45	164	113	106
46	154	172	107
47	123	121	110
48	110	164	111
49	45	48	111
50	143	5	112
51	175	143	118
52	197	140	121
53	192	28	121
54	22	133	123
55	166	117	133
56	7	142	141
57	102	170	142
58	185	96	147
59	187	142	149
60	196	78	149
61	189	151	149
62	123	4	150
63	175	57	152
64	41	182	152
65	45	48	152
66	123	4	157
67	150	103	157
68	192	28	157
69	143	189	158
70	87	117	160
71	23	137	160
72	39	58	163
73	25	146	169
74	149	5	169
75	8	74	171
76	42	102	171
77	148	98	175
78	5	73	175
79	64	52	177
80	182	171	178
81	162	123	181
82	109	175	182
83	42	101	184
84	175	57	187
85	102	170	191
86	143	5	198
87	153	160	202
88	99	144	202
89	78	184	205
90	190	109	209
91	154	27	213
92	46	51	216
93	165	113	227
94	143	0	227
95	193	23	227
96	143	189	229
97	65	53	229
98	189	95	229
99	148	98	230
100	23	142	231
101	181	175	234
102	97	67	236
103	23	137	236
104	148	103	238
105	181	89	239
106	65	53	241
107	85	192	243
108	102	170	245
109	148	98	246
110	190	109	253
111	22	133	255
112	109	126	255
113	190	109	256
114	62	50	258
115	39	58	262
116	151	28	263
117	149	167	264
118	135	0	268
119	64	52	271
120	46	51	272
121	164	113	273
122	99	144	275
123	53	29	277
124	164	113	278
125	144	190	279
126	150	103	280
127	192	151	286
128	7	151	288
129	97	67	292
130	8	74	300
131	181	175	302
132	193	23	303
133	99	144	308
134	25	146	316
135	78	119	322
136	125	38	324
137	29	139	325
138	29	139	327
139	118	5	335
140	39	58	335
141	154	172	335
142	97	65	339
143	178	123	341
144	149	167	342
145	108	168	347
146	45	48	351
147	154	172	352
148	175	143	354
149	150	103	355
150	46	51	355
151	102	170	357
152	178	123	359
153	5	73	363
154	143	0	366
155	144	190	377
156	144	170	382
157	182	171	385
158	135	0	386
159	200	136	388
160	125	38	389
161	181	151	393
162	103	66	397
163	193	23	402
164	113	94	403
165	102	170	407
166	165	116	409
167	182	171	412
168	103	66	418
169	149	5	420
170	87	117	421
171	47	49	425
172	53	61	425
173	25	146	429
174	41	182	431
175	162	123	434
176	113	94	437
177	85	192	438
178	147	26	438
179	107	125	441
180	46	51	444
181	8	74	446
182	105	125	449
183	179	141	451
184	154	27	451
185	179	141	454
186	109	175	456
187	23	137	458
188	181	175	463
189	5	73	468
190	149	167	472
191	143	5	472
192	145	31	472
193	149	167	473
194	97	65	474
195	166	117	475
196	8	74	479
197	7	142	479
