Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	180	114	4
2	272	70	7
3	207	149	12
4	180	114	12
5	242	70	15
6	103	8	17
7	158	291	23
8	140	18	23
9	191	49	24
10	279	36	36
11	90	44	36
12	198	159	38
13	37	126	39
14	102	155	40
15	72	20	40
16	15	178	41
17	48	141	43
18	177	281	43
19	37	126	43
20	71	294	45
21	47	121	45
22	72	20	46
23	159	42	49
24	298	135	50
25	198	159	50
26	139	33	52
27	261	232	56
28	43	62	58
29	136	228	62
30	158	291	62
31	47	121	62
32	80	86	63
33	157	254	65
34	80	131	68
35	37	126	72
36	34	150	75
37	207	149	75
38	246	133	78
39	165	179	80
40	117	155	81
41	26	27	85
42	90	44	85
43	140	18	87
44	29	130	91
45	279	36	97
46	246	133	99
47	154	299	99
48	289	79	101
49	188	198	107
50	140	18	116
51	25	64	118
52	168	42	118
53	71	294	119
54	188	198	119
55	37	149	123
56	108	3	123
57	26	27	124
58	25	64	130
59	64	170	130
60	34	150	131
61	43	52	132
62	265	141	133
63	61	138	142
64	43	52	146
65	106	168	146
66	25	191	152
67	220	182	154
68	282	104	156
69	168	42	157
70	106	168	160
71	170	53	161
72	8	4	167
73	154	299	169
74	234	107	171
75	64	170	175
76	229	25	183
77	250	124	184
78	170	53	184
79	280	158	184
80	47	121	191
81	205	44	194
82	38	139	197
83	136	228	199
84	272	70	206
85	279	189	207
86	168	42	208
87	234	107	209
88	26	27	214
89	214	234	216
90	216	203	222
91	8	4	222
92	213	119	224
93	272	70	229
94	33	231	231
95	214	234	232
96	157	50	232
97	180	114	235
98	180	114	244
99	298	135	257
100	280	158	262
101	48	141	270
102	207	149	271
103	37	126	272
104	139	146	274
105	52	109	276
106	102	155	277
107	176	263	277
108	80	131	285
109	34	150	285
110	279	189	287
111	262	80	287
112	176	263	288
113	177	281	288
114	48	141	291
115	26	27	292
116	139	33	292
117	234	107	300
118	52	109	300
119	208	208	302
120	265	141	305
121	56	212	307
122	103	8	309
123	208	208	312
124	119	214	315
125	214	234	317
126	136	228	320
127	8	4	321
128	157	254	321
129	52	109	321
130	177	281	324
131	191	49	329
132	297	43	333
133	80	131	339
134	106	168	340
135	136	295	343
136	206	121	345
137	33	231	347
138	57	127	347
139	159	42	347
140	56	212	348
141	214	234	350
142	297	43	351
143	188	69	355
144	246	133	355
145	56	212	360
146	71	294	361
147	25	64	365
148	177	281	367
149	242	70	367
150	261	232	370
151	82	35	371
152	191	49	377
153	110	31	382
154	149	98	382
155	208	208	382
156	71	294	385
157	56	212	386
158	238	214	389
159	246	133	389
160	117	155	392
161	33	231	392
162	26	27	392
163	139	33	393
164	47	121	395
165	102	155	398
166	282	104	398
167	238	214	400
168	229	25	400
169	250	124	406
170	261	232	408
171	165	179	408
172	166	194	420
173	139	146	424
174	139	146	426
175	206	121	427
176	15	52	429
177	207	149	431
178	205	44	431
179	207	149	433
180	15	178	433
181	283	144	434
182	82	35	434
183	261	232	442
184	297	43	449
185	157	254	449
186	16	22	453
187	207	149	462
188	15	52	465
189	140	18	469
190	246	133	473
191	279	36	475
192	37	126	475
193	8	4	475
194	61	138	477
195	165	179	477
196	297	43	479
