Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	240	246	7
2	23	97	15
3	52	295	39
4	131	283	65
5	254	240	70
6	201	387	70
7	73	203	94
8	321	339	116
9	279	4	120
10	79	154	123
11	324	216	126
12	79	209	130
13	322	242	134
14	200	89	154
15	131	283	159
16	150	108	182
17	92	50	198
18	348	279	210
19	73	203	227
20	254	240	292
21	154	288	293
22	11	115	295
23	268	160	313
24	223	372	317
25	95	63	319
26	131	283	320
27	249	242	334
28	34	242	335
29	95	63	342
30	26	250	347
31	280	290	352
32	201	387	355
33	268	160	367
34	127	90	377
35	127	90	381
36	153	107	387
37	314	390	412
38	22	205	421
39	127	90	428
40	97	10	443
41	249	242	453
42	389	307	455
43	51	288	466
44	22	125	470
45	172	178	473
46	321	339	478
