Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	8	56	5	171	231
2	31	67	5	263	323
3	55	80	6	134	194
4	55	54	7	377	437
5	35	5	9	439	499
6	20	85	13	227	287
7	53	43	14	370	430
8	25	85	21	60	120
9	30	60	24	40	100
10	65	55	28	198	258
11	40	5	29	196	256
12	55	85	29	458	518
13	5	5	32	258	318
14	55	20	34	83	143
15	64	42	37	441	501
16	45	30	41	447	507
17	55	82	41	203	263
18	31	67	43	391	451
19	53	43	44	140	200
20	42	5	45	272	332
21	65	55	46	226	286
22	15	75	49	440	500
23	55	60	51	399	459
24	10	40	52	389	449
25	62	80	52	83	143
26	8	40	58	445	505
27	67	5	58	336	396
28	65	55	64	460	520
29	41	37	69	126	186
30	42	10	71	337	397
31	60	12	76	103	163
32	2	40	78	151	211
33	55	82	78	436	496
34	8	40	79	379	439
35	49	42	79	192	252
36	21	24	81	132	192
37	40	5	89	304	364
38	55	82	90	193	253
39	20	20	100	259	319
40	26	52	101	303	363
41	5	45	103	183	243
42	18	80	105	429	489
43	20	50	112	420	480
44	26	35	112	454	514
45	42	15	113	336	396
46	72	35	117	232	292
47	55	20	117	410	470
48	5	35	121	346	406
49	25	30	124	145	205
50	47	47	125	460	520
51	26	52	131	139	199
52	37	47	133	268	328
53	50	35	141	230	290
54	23	3	147	188	248
55	40	15	150	423	483
56	40	5	150	358	418
57	55	60	153	394	454
58	55	85	154	377	437
59	42	10	154	365	425
60	5	5	154	163	223
61	35	5	155	223	283
62	25	85	159	253	313
63	45	30	165	459	519
64	26	35	167	442	502
65	38	15	171	356	416
66	20	20	172	412	472
67	45	65	177	393	453
68	42	15	179	232	292
69	65	20	181	376	436
70	55	60	185	416	476
71	60	85	185	462	522
72	30	60	187	338	398
73	35	40	189	207	267
74	18	75	190	333	393
75	21	24	193	408	468
76	0	40	194	473	533
77	26	52	201	293	353
78	67	5	203	357	417
79	10	35	212	437	497
80	42	12	212	389	449
81	8	45	214	217	277
82	5	45	217	409	469
83	57	29	218	459	519
84	26	35	219	445	505
85	15	80	223	274	334
86	56	37	223	393	453
87	31	52	224	466	526
88	55	60	225	371	431
89	55	82	231	311	371
90	5	45	232	247	307
91	95	35	236	341	401
92	8	56	238	455	515
93	55	60	239	381	441
94	62	80	239	283	343
95	25	85	241	287	347
96	37	47	242	448	508
97	25	30	245	397	457
98	42	10	248	478	538
99	5	5	248	472	532
100	26	52	254	263	323
101	41	37	259	437	497
102	8	56	259	427	487
103	25	30	261	349	409
104	23	3	261	286	346
105	65	55	268	371	431
106	31	67	272	431	491
107	65	82	275	355	415
108	60	85	278	353	413
109	15	75	284	309	369
110	25	30	293	351	411
111	2	40	297	363	423
112	42	10	299	300	360
113	18	80	299	299	359
114	55	80	302	380	440
115	42	15	306	308	368
116	53	43	306	344	404
117	10	20	308	424	484
118	5	5	310	477	537
119	20	20	310	441	501
120	10	40	313	441	501
121	15	10	315	398	458
122	62	80	315	343	403
123	64	42	319	358	418
124	26	52	320	403	463
125	30	60	321	478	538
126	37	31	322	391	451
127	30	60	324	399	459
128	42	5	325	380	440
129	20	50	326	342	402
130	20	82	327	449	509
131	56	37	331	332	392
132	10	35	334	382	442
133	67	5	337	441	501
134	56	37	344	399	459
135	88	30	344	426	486
136	64	42	346	457	517
137	57	29	347	371	431
138	56	37	347	399	459
139	53	43	347	353	413
140	5	35	350	370	430
141	55	54	352	397	457
142	25	85	353	368	428
143	15	80	355	442	502
144	30	60	355	382	442
145	65	55	355	464	524
146	65	20	360	396	456
147	4	18	361	379	439
148	15	10	361	379	439
149	4	18	364	366	426
150	8	40	368	400	460
151	65	55	369	437	497
152	40	15	380	467	527
153	88	35	380	440	500
154	37	47	380	392	452
155	0	40	380	395	455
156	27	43	382	466	526
157	88	30	385	400	460
158	42	10	389	473	533
159	55	60	389	425	485
160	5	5	392	456	516
161	20	85	408	477	537
162	22	75	408	480	540
163	30	25	409	420	480
164	15	60	415	455	515
165	42	5	416	425	485
166	35	40	417	453	513
167	56	37	418	476	536
168	92	30	425	439	499
169	55	80	428	444	504
170	65	35	429	433	493
171	5	5	430	476	536
172	45	30	434	467	527
173	62	80	440	449	509
174	42	10	441	478	538
175	38	15	442	466	526
176	35	40	442	466	526
177	18	80	444	474	534
178	26	52	446	470	530
179	23	3	447	447	507
180	85	35	447	470	530
181	85	35	447	456	516
182	5	45	448	480	540
183	47	47	451	472	532
184	65	20	455	461	521
185	65	55	456	464	524
186	23	3	456	470	530
187	20	80	464	464	524
188	65	55	465	479	539
189	55	82	467	471	531
190	10	20	468	470	530
191	2	45	468	470	530
192	63	65	473	474	534
193	0	40	474	477	537
194	15	75	474	476	536
195	45	30	475	480	540
196	60	12	477	478	538
