Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	54	285	1	60	120
2	233	245	5	240	300
3	111	52	5	420	480
4	119	253	14	300	360
5	280	130	17	420	480
6	151	294	19	60	120
7	216	157	22	480	540
8	82	31	31	420	480
9	73	226	40	420	480
10	121	181	46	60	120
11	147	178	46	60	120
12	131	95	51	240	300
13	114	204	53	360	420
14	280	130	54	420	480
15	128	172	56	240	300
16	81	223	61	300	360
17	113	50	61	180	240
18	82	31	65	240	300
19	133	99	67	420	480
20	54	285	73	120	180
21	258	247	76	120	180
22	280	130	77	240	300
23	143	288	82	120	180
24	259	126	83	360	420
25	214	156	83	120	180
26	4	149	86	420	480
27	28	103	99	120	180
28	167	105	102	180	240
29	216	157	103	180	240
30	25	50	105	120	180
31	52	231	112	240	300
32	212	159	122	360	420
33	145	184	123	360	420
34	70	57	124	420	480
35	164	95	125	420	480
36	125	228	129	360	420
37	63	7	129	420	480
38	147	67	132	420	480
39	202	133	145	180	240
40	151	294	153	360	420
41	164	95	163	180	240
42	184	12	166	300	360
43	128	172	166	480	540
44	28	103	168	240	300
45	257	243	176	300	360
46	209	127	180	360	420
47	4	149	180	300	360
48	114	204	191	360	420
49	212	26	194	300	360
50	233	242	195	360	420
51	82	31	197	420	480
52	111	52	197	360	420
53	157	266	199	420	480
54	131	95	204	360	420
55	204	127	204	420	480
56	214	156	208	360	420
57	167	105	213	420	480
58	131	226	220	360	420
59	227	214	222	480	540
60	227	222	224	240	300
61	147	67	233	360	420
62	111	52	239	360	420
63	82	31	246	480	540
64	106	77	252	360	420
65	141	137	253	480	540
66	278	177	254	420	480
67	25	141	255	480	540
68	174	71	260	480	540
69	214	156	261	420	480
70	165	182	266	300	360
71	151	294	272	480	540
72	261	212	275	300	360
73	259	126	278	360	420
74	25	99	279	300	360
75	147	67	280	420	480
76	63	233	285	300	360
77	127	101	286	480	540
78	258	247	291	420	480
79	25	50	291	480	540
80	229	217	292	420	480
81	125	228	295	420	480
82	63	7	297	300	360
83	131	228	304	360	420
84	233	242	308	480	540
85	239	77	308	360	420
86	228	223	313	480	540
87	107	71	314	360	420
88	113	114	316	480	540
89	257	137	319	480	540
90	128	172	322	420	480
91	257	137	325	480	540
92	203	125	332	420	480
93	239	77	334	480	540
94	73	226	342	360	420
95	257	243	344	420	480
96	228	220	345	480	540
97	231	70	345	360	420
98	259	59	347	360	420
99	257	137	349	480	540
100	141	137	354	420	480
101	214	156	354	480	540
102	81	223	356	360	420
103	10	147	357	360	420
104	131	228	359	360	420
105	250	126	359	420	480
106	284	176	362	480	540
107	54	285	366	480	540
108	259	126	369	420	480
109	10	147	372	480	540
110	233	242	373	480	540
111	229	217	376	420	480
112	227	222	380	420	480
113	261	212	381	480	540
114	4	149	382	480	540
115	63	233	386	420	480
116	284	176	386	420	480
117	81	223	387	420	480
118	147	67	391	420	480
119	63	7	393	420	480
120	203	125	395	420	480
121	239	77	401	420	480
122	270	37	405	420	480
123	60	156	423	480	540
124	60	15	428	480	540
125	212	26	428	480	540
126	73	226	443	480	540
127	67	154	447	480	540
128	280	130	451	480	540
129	164	95	456	480	540
130	259	126	458	480	540
131	240	73	462	480	540
132	163	200	464	480	540
133	25	50	466	480	540
134	177	225	467	480	540
135	173	72	470	480	540
136	218	3	472	480	540
137	133	99	473	480	540
138	133	99	479	480	540
139	145	184	479	480	540
140	157	266	480	480	540
