Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	7	142	8	264	324
2	149	5	9	89	149
3	165	113	10	177	237
4	108	168	11	429	489
5	8	74	12	340	400
6	39	58	20	413	473
7	28	193	20	159	219
8	110	164	21	286	346
9	182	171	22	244	304
10	8	74	24	244	304
11	193	159	26	108	168
12	28	193	29	320	380
13	144	190	30	331	391
14	64	52	32	428	488
15	164	113	35	98	158
16	123	121	36	179	239
17	5	73	36	405	465
18	62	50	38	165	225
19	141	8	41	472	532
20	178	123	42	471	531
21	143	0	42	208	268
22	121	115	45	470	530
23	148	98	46	156	216
24	8	74	48	381	441
25	47	49	50	291	351
26	154	172	51	81	141
27	103	66	52	185	245
28	175	57	53	290	350
29	41	182	54	84	144
30	97	67	57	136	196
31	193	159	59	308	368
32	179	141	63	80	140
33	175	57	66	148	208
34	93	7	79	139	199
35	110	164	80	436	496
36	145	9	80	405	465
37	25	146	81	229	289
38	8	74	86	478	538
39	181	151	88	462	522
40	145	9	90	375	435
41	175	57	91	466	526
42	148	103	98	343	403
43	15	88	98	159	219
44	148	98	99	227	287
45	5	73	100	141	201
46	192	28	100	218	278
47	110	164	104	395	455
48	62	50	104	227	287
49	143	0	112	227	287
50	121	115	116	411	471
51	29	139	119	442	502
52	15	88	119	234	294
53	23	142	124	342	402
54	22	133	125	435	495
55	78	184	127	306	366
56	166	117	128	385	445
57	109	126	131	300	360
58	144	190	137	182	242
59	109	126	138	235	295
60	149	167	139	277	337
61	193	159	140	370	430
62	125	38	140	308	368
63	139	7	144	344	404
64	5	73	152	373	433
65	147	26	158	164	224
66	153	160	160	404	464
67	181	89	163	416	476
68	118	5	168	329	389
69	164	113	170	237	297
70	190	28	171	324	384
71	109	175	171	452	512
72	121	36	176	244	304
73	154	27	176	451	511
74	41	182	176	239	299
75	149	167	181	426	486
76	47	49	181	310	370
77	166	117	181	211	271
78	5	73	188	414	474
79	105	125	190	465	525
80	110	164	190	281	341
81	139	7	191	229	289
82	41	182	192	279	339
83	123	8	194	411	471
84	65	53	194	229	289
85	62	50	204	409	469
86	15	88	212	233	293
87	107	125	212	227	287
88	166	117	213	295	355
89	192	151	214	460	520
90	78	184	216	251	311
91	194	112	217	243	303
92	151	28	217	261	321
93	144	170	220	457	517
94	175	57	223	453	513
95	78	184	226	379	439
96	103	66	235	387	447
97	165	116	236	471	531
98	108	168	236	263	323
99	154	163	242	362	422
100	25	146	243	458	518
101	143	5	252	428	488
102	145	9	253	399	459
103	154	163	256	257	317
104	25	146	259	409	469
105	135	0	261	396	456
106	64	52	262	387	447
107	189	151	262	479	539
108	190	28	263	327	387
109	147	26	264	305	365
110	175	143	265	476	536
111	145	9	265	279	339
112	193	23	268	279	339
113	196	78	270	281	341
114	45	48	273	402	462
115	121	115	273	463	523
116	193	159	273	417	477
117	109	175	274	331	391
118	121	36	279	353	413
119	99	144	281	335	395
120	143	189	283	422	482
121	96	147	285	459	519
122	8	74	287	421	481
123	29	139	291	414	474
124	23	142	296	313	373
125	196	78	300	416	476
126	165	116	302	400	460
127	53	61	304	398	458
128	194	112	304	346	406
129	110	164	305	440	500
130	143	5	305	407	467
131	15	88	305	334	394
132	53	29	305	420	480
133	5	73	311	467	527
134	57	54	314	427	487
135	151	28	322	355	415
136	147	26	330	347	407
137	107	125	331	336	396
138	193	159	331	367	427
139	144	190	335	406	466
140	22	133	335	414	474
141	39	58	341	390	450
142	96	147	345	350	410
143	23	137	347	431	491
144	123	4	347	364	424
145	53	61	349	444	504
146	193	23	352	449	509
147	187	142	353	449	509
148	193	159	354	467	527
149	29	139	356	360	420
150	5	73	361	418	478
151	179	141	362	453	513
152	78	119	363	454	514
153	190	28	369	470	530
154	97	65	369	409	469
155	113	94	370	447	507
156	196	78	371	424	484
157	165	116	375	425	485
158	189	151	377	480	540
159	150	103	381	431	491
160	96	147	382	389	449
161	118	5	383	396	456
162	47	50	384	409	469
163	141	8	384	398	458
164	154	163	385	433	493
165	143	0	385	467	527
166	121	36	386	428	488
167	121	115	386	480	540
168	105	125	391	409	469
169	99	144	397	422	482
170	39	58	397	439	499
171	5	73	398	432	492
172	39	58	401	465	525
173	192	151	408	480	540
174	143	5	409	475	535
175	178	123	412	451	511
176	196	78	413	470	530
177	28	193	413	418	478
178	57	54	413	435	495
179	182	171	415	445	505
180	47	50	419	467	527
181	194	112	421	422	482
182	65	53	432	471	531
183	197	140	440	466	526
184	85	192	441	480	540
185	85	192	441	480	540
186	7	151	442	471	531
187	194	112	443	456	516
188	145	31	444	467	527
189	165	113	445	473	533
190	65	53	446	477	537
191	53	29	448	457	517
192	149	167	448	471	531
193	93	7	449	459	519
194	190	28	450	470	530
195	110	164	451	452	512
196	123	121	454	455	515
197	194	112	455	464	524
198	8	74	457	470	530
199	42	102	459	472	532
200	15	88	460	471	531
201	123	8	466	478	538
202	64	52	467	472	532
203	189	151	467	473	533
204	123	8	467	476	536
205	190	154	472	475	535
206	123	8	474	477	537
207	62	50	475	475	535
208	47	49	477	480	540
