Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	147	210	1
2	84	221	4
3	156	4	5
4	378	30	27
5	358	309	34
6	358	309	34
7	26	199	43
8	23	317	43
9	140	387	44
10	250	183	46
11	353	357	50
12	73	4	52
13	36	286	54
14	325	311	56
15	353	3	60
16	246	152	63
17	41	399	69
18	140	387	75
19	332	124	78
20	59	285	80
21	65	335	82
22	39	34	84
23	147	210	91
24	208	86	93
25	246	152	96
26	377	29	98
27	388	106	100
28	378	30	105
29	246	152	109
30	231	6	116
31	377	29	117
32	237	243	118
33	63	166	119
34	153	315	120
35	329	208	121
36	74	231	122
37	40	153	123
38	236	119	129
39	13	220	140
40	39	34	144
41	13	220	145
42	102	149	145
43	300	319	149
44	394	299	156
45	297	137	158
46	230	139	158
47	388	106	162
48	178	103	164
49	353	3	168
50	277	143	170
51	384	47	170
52	365	303	171
53	84	221	172
54	59	285	173
55	277	143	179
56	45	85	180
57	205	372	181
58	230	139	181
59	327	11	182
60	29	86	185
61	110	241	188
62	377	29	197
63	358	309	201
64	23	317	202
65	147	210	205
66	36	203	206
67	297	137	207
68	230	139	208
69	148	71	216
70	246	152	216
71	147	210	219
72	196	51	219
73	57	381	221
74	259	285	221
75	297	137	231
76	45	85	235
77	26	260	240
78	26	260	250
79	119	286	250
80	196	51	256
81	63	166	260
82	330	353	261
83	250	183	261
84	146	301	261
85	367	300	266
86	377	29	269
87	73	4	271
88	279	337	273
89	206	286	278
90	152	361	280
91	327	115	281
92	56	97	288
93	260	352	293
94	287	279	300
95	100	15	307
96	348	319	308
97	237	243	309
98	163	207	312
99	26	260	313
100	200	48	321
101	255	80	323
102	325	311	327
103	251	70	329
104	102	42	333
105	384	47	335
106	332	124	335
107	251	70	340
108	110	351	340
109	276	298	341
110	36	286	347
111	277	143	352
112	196	51	354
113	325	311	361
114	178	103	362
115	251	70	365
116	74	231	371
117	146	301	376
118	65	335	379
119	13	220	385
120	279	337	387
121	152	361	388
122	230	139	390
123	286	308	390
124	84	221	392
125	147	210	394
126	250	183	394
127	100	15	395
128	365	303	396
129	59	285	399
130	231	6	404
131	26	199	408
132	176	154	409
133	152	361	410
134	156	4	411
135	208	86	416
136	367	300	419
137	332	124	429
138	286	308	431
139	110	241	431
140	285	184	432
141	200	48	438
142	230	139	442
143	148	71	456
144	176	154	457
145	39	34	465
146	285	184	465
147	26	199	466
148	279	337	466
149	45	85	466
150	267	221	472
151	56	156	474
152	40	153	475
153	57	381	479
