Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	25	85	2	163	223
2	67	85	4	15	75
3	40	5	17	29	89
4	20	80	26	139	199
5	30	50	29	124	184
6	0	45	31	408	468
7	72	45	34	245	305
8	20	85	48	354	414
9	60	66	52	139	199
10	28	52	83	146	206
11	15	75	84	217	277
12	8	40	108	412	472
13	5	35	125	292	352
14	53	35	146	286	346
15	58	75	149	407	467
16	60	85	151	156	216
17	56	64	153	391	451
18	20	85	154	269	329
19	16	42	182	221	281
20	25	30	206	396	456
21	20	85	209	432	492
22	42	15	210	466	526
23	65	60	227	340	400
24	35	66	237	322	382
25	28	70	253	457	517
26	58	75	271	373	433
27	58	75	299	406	466
28	42	58	315	322	382
29	72	55	319	440	500
30	85	25	321	470	530
31	67	85	330	421	481
32	78	40	339	409	469
33	55	85	383	392	452
34	28	70	385	425	485
35	78	40	422	461	521
36	60	55	434	475	535
37	42	10	448	478	538
38	5	35	465	472	532
39	18	75	475	479	539
