Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	32	52	13
2	119	73	14
3	65	80	26
4	86	40	29
5	114	109	34
6	83	38	40
7	92	138	40
8	86	40	41
9	99	34	42
10	120	52	43
11	37	138	58
12	19	120	62
13	49	140	64
14	103	44	69
15	58	95	84
16	56	129	85
17	83	38	90
18	8	87	96
19	140	42	96
20	138	24	111
21	85	75	116
22	112	13	129
23	119	73	161
24	35	90	175
25	58	95	176
26	140	42	179
27	92	22	182
28	113	45	202
29	23	39	217
30	120	52	231
31	140	36	232
32	35	90	233
33	106	10	235
34	19	120	241
35	56	129	241
36	109	78	241
37	12	138	243
38	90	14	243
39	47	83	243
40	50	106	243
41	65	80	243
42	139	68	245
43	26	130	250
44	12	138	261
45	107	77	269
46	60	54	275
47	27	46	287
48	67	96	292
49	60	84	292
50	46	133	309
51	27	46	327
52	120	14	329
53	113	45	330
54	50	106	345
55	103	44	349
56	86	40	353
57	54	78	354
58	33	0	362
59	54	33	365
60	120	60	372
61	135	65	373
62	82	100	383
63	119	73	386
64	120	14	386
65	42	29	389
66	82	100	390
67	37	125	391
68	80	103	393
69	23	19	395
70	4	71	397
71	17	138	403
72	78	111	407
73	58	95	416
74	54	106	417
75	15	4	419
76	70	94	420
77	109	131	425
78	44	58	428
79	107	77	429
80	116	13	437
81	65	80	443
82	98	4	443
83	33	0	445
84	4	44	450
85	109	78	453
86	44	36	457
87	35	90	466
88	66	40	471
89	47	83	477
