Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	113	45	5
2	120	14	11
3	82	100	12
4	26	50	18
5	16	92	21
6	103	44	23
7	29	94	24
8	26	50	25
9	44	58	26
10	69	115	31
11	119	73	31
12	35	90	32
13	115	124	32
14	140	42	36
15	26	50	37
16	120	52	38
17	78	63	39
18	13	48	41
19	20	106	42
20	16	92	48
21	78	63	51
22	12	48	55
23	37	73	59
24	107	102	66
25	89	39	66
26	47	83	70
27	58	95	73
28	61	57	73
29	86	80	73
30	70	94	79
31	38	122	79
32	51	92	82
33	40	113	84
34	83	38	87
35	125	68	90
36	120	14	91
37	12	84	93
38	120	52	97
39	54	33	100
40	41	36	100
41	89	39	102
42	140	36	109
43	113	45	112
44	120	22	114
45	64	115	120
46	71	70	121
47	50	112	123
48	44	36	124
49	4	44	125
50	83	12	127
51	56	139	127
52	12	48	128
53	4	44	133
54	34	72	143
55	71	70	145
56	89	39	153
57	115	124	157
58	47	83	157
59	135	65	158
60	41	36	159
61	20	106	160
62	58	95	160
63	125	68	161
64	109	139	162
65	90	14	163
66	70	94	165
67	70	94	168
68	58	11	168
69	109	139	169
70	109	139	169
71	99	34	171
72	140	36	171
73	115	124	176
74	89	39	178
75	89	39	184
76	20	106	184
77	13	48	186
78	61	57	187
79	32	52	188
80	29	94	190
81	138	105	190
82	109	139	195
83	50	106	202
84	32	52	202
85	36	124	207
86	58	95	210
87	51	92	212
88	120	22	218
89	36	124	226
90	69	115	230
91	83	38	230
92	70	83	234
93	36	38	234
94	56	139	238
95	36	124	238
96	113	45	242
97	61	57	245
98	34	72	246
99	66	82	246
100	121	124	247
101	121	123	248
102	44	58	250
103	69	116	251
104	125	68	251
105	70	83	252
106	12	48	255
107	120	14	256
108	86	80	257
109	16	62	257
110	86	80	258
111	83	12	266
112	119	73	267
113	19	120	270
114	12	84	273
115	82	100	274
116	119	73	276
117	120	14	285
118	109	139	291
119	61	57	292
120	140	36	294
121	10	111	300
122	116	105	315
123	64	132	316
124	38	122	317
125	125	68	317
126	86	80	318
127	103	82	323
128	139	68	327
129	16	92	335
130	109	139	336
131	107	102	341
132	85	111	343
133	78	111	344
134	78	111	347
135	35	90	357
136	16	92	367
137	18	104	381
138	34	72	386
139	36	124	390
140	136	123	398
141	4	44	398
142	10	111	406
143	101	0	407
144	117	92	408
145	139	68	411
146	29	94	412
147	81	57	412
148	69	115	417
149	10	111	421
150	104	73	425
151	82	100	431
152	64	132	431
153	20	69	434
154	121	124	435
155	54	33	437
156	117	92	443
157	103	44	450
158	125	68	452
159	81	57	455
160	83	12	463
161	4	44	463
162	113	45	466
163	20	106	466
164	30	57	467
165	101	0	468
166	69	115	470
167	48	47	474
168	51	92	474
169	93	61	479
