Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	59	280	9
2	6	168	17
3	140	214	20
4	246	137	32
5	85	228	42
6	11	242	50
7	54	285	58
8	59	67	86
9	30	243	93
10	108	109	105
11	112	43	158
12	140	214	171
13	47	277	192
14	149	282	201
15	119	104	205
16	144	182	206
17	51	217	214
18	5	195	224
19	230	128	238
20	30	243	259
21	191	234	260
22	2	238	263
23	277	101	275
24	242	73	280
25	190	181	286
26	290	219	309
27	50	285	313
28	250	134	327
29	12	10	332
30	274	6	337
31	274	97	363
32	133	99	396
33	202	292	410
34	173	72	419
35	100	73	439
36	3	119	443
37	140	214	452
38	165	204	468
39	230	128	478
