Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	85	228	46
2	199	28	55
3	11	191	60
4	106	71	62
5	218	20	79
6	167	176	89
7	217	73	97
8	81	238	107
9	109	148	131
10	12	10	135
11	2	238	158
12	216	62	160
13	60	156	161
14	106	71	161
15	9	145	170
16	9	145	182
17	246	137	207
18	147	43	207
19	133	99	225
20	3	119	226
21	167	176	229
22	135	251	230
23	109	299	255
24	109	299	259
25	11	191	268
26	242	73	282
27	51	217	292
28	54	285	297
29	61	70	313
30	59	280	314
31	51	217	316
32	300	44	325
33	108	109	327
34	119	104	338
35	135	251	349
36	51	217	357
37	107	39	359
38	12	10	361
39	85	228	363
40	112	43	367
41	169	173	382
42	259	240	385
43	50	285	407
44	202	292	419
45	233	119	451
46	250	134	451
47	227	80	452
48	6	168	470
