Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	63	65	12	307	367
2	45	30	23	53	113
3	25	30	32	197	257
4	10	40	34	67	127
5	55	20	42	55	115
6	5	5	53	89	149
7	95	35	95	111	171
8	31	52	96	431	491
9	45	65	98	288	348
10	90	35	109	397	457
11	53	43	120	166	226
12	42	15	121	146	206
13	20	80	134	301	361
14	31	67	161	210	270
15	95	30	174	318	378
16	67	5	186	451	511
17	65	20	205	431	491
18	63	23	222	435	495
19	56	37	227	448	508
20	31	52	227	446	506
21	26	52	233	366	426
22	22	75	241	452	512
23	22	75	274	359	419
24	90	35	274	314	374
25	53	43	283	393	453
26	56	37	283	344	404
27	95	30	304	460	520
28	8	45	323	408	468
29	65	55	323	351	411
30	55	20	335	369	429
31	0	45	355	394	454
32	22	75	359	408	468
33	90	35	359	365	425
34	57	48	366	383	443
35	10	40	385	431	491
36	22	75	401	421	481
37	49	58	423	458	518
38	23	3	431	447	507
39	15	10	431	470	530
40	26	52	446	460	520
41	55	54	458	461	521
