Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	220	381	9
2	87	153	33
3	368	215	36
4	361	194	42
5	21	104	45
6	88	121	53
7	11	328	56
8	220	381	57
9	342	384	62
10	287	307	68
11	218	134	84
12	228	96	92
13	113	179	118
14	21	255	128
15	196	295	145
16	253	316	149
17	371	111	167
18	82	65	168
19	110	188	169
20	114	254	179
21	277	154	185
22	28	353	194
23	21	255	202
24	209	85	202
25	345	382	204
26	209	85	218
27	127	90	223
28	21	104	225
29	277	154	262
30	197	300	264
31	287	307	268
32	175	299	272
33	391	54	273
34	66	118	283
35	350	207	290
36	396	106	295
37	87	164	301
38	342	384	309
39	217	289	319
40	197	300	330
41	382	54	332
42	218	134	341
43	300	64	345
44	226	52	347
45	193	216	348
46	399	179	356
47	385	55	373
48	85	155	373
49	82	65	373
50	157	220	374
51	337	388	378
52	200	48	378
53	143	159	381
54	218	134	388
55	11	328	390
56	277	163	391
57	208	20	405
58	72	315	407
59	342	384	432
60	218	134	451
61	13	220	474
62	37	397	477
63	246	247	478
