Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	3	135	5	240	300
2	102	155	5	120	180
3	298	135	24	60	120
4	136	228	34	180	240
5	206	121	53	120	180
6	4	294	78	480	540
7	208	208	101	120	180
8	103	8	111	120	180
9	38	139	119	180	240
10	78	246	119	420	480
11	220	182	136	180	240
12	159	42	146	240	300
13	298	135	147	360	420
14	283	144	148	360	420
15	3	135	183	480	540
16	139	33	190	300	360
17	64	170	199	360	420
18	261	232	205	420	480
19	72	20	207	360	420
20	61	138	210	360	420
21	34	150	227	300	360
22	139	33	236	360	420
23	296	235	241	360	420
24	154	299	275	480	540
25	261	232	292	420	480
26	246	123	300	300	360
27	265	141	324	480	540
28	139	146	333	420	480
29	8	4	374	480	540
30	136	228	376	480	540
31	152	29	384	420	480
32	282	104	391	480	540
33	220	182	403	420	480
34	4	294	408	480	540
35	272	70	415	420	480
36	191	49	431	480	540
37	38	139	437	480	540
38	176	263	437	480	540
