Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	152	29	4	120	180
2	265	141	7	60	120
3	262	80	8	120	180
4	297	43	11	120	180
5	78	246	14	480	540
6	117	155	24	240	300
7	158	291	26	480	540
8	205	44	27	180	240
9	283	144	28	360	420
10	106	168	29	420	480
11	110	31	34	480	540
12	157	50	35	480	540
13	234	107	40	120	180
14	110	31	43	180	240
15	38	44	48	240	300
16	279	189	49	180	240
17	57	192	50	240	300
18	5	189	50	360	420
19	52	109	51	300	360
20	102	155	53	240	300
21	149	98	61	240	300
22	78	246	62	360	420
23	119	214	64	360	420
24	170	53	64	180	240
25	37	149	65	240	300
26	272	70	69	420	480
27	25	64	72	240	300
28	38	139	76	360	420
29	213	119	77	120	180
30	47	121	82	480	540
31	72	20	84	120	180
32	57	127	85	480	540
33	110	31	88	480	540
34	140	18	90	240	300
35	117	155	92	360	420
36	103	8	93	300	360
37	76	160	94	240	300
38	165	179	95	300	360
39	43	62	101	180	240
40	159	42	103	480	540
41	48	141	117	480	540
42	140	18	120	360	420
43	136	295	121	480	540
44	140	18	121	240	300
45	149	98	121	240	300
46	16	22	128	300	360
47	241	183	134	240	300
48	238	214	141	360	420
49	261	232	142	300	360
50	110	31	142	300	360
51	47	121	143	480	540
52	208	208	145	240	300
53	80	131	149	480	540
54	180	114	150	480	540
55	248	41	151	420	480
56	108	3	153	240	300
57	188	198	153	240	300
58	246	123	154	360	420
59	61	138	154	480	540
60	48	141	158	360	420
61	38	44	162	300	360
62	78	246	163	360	420
63	279	189	164	240	300
64	3	135	165	300	360
65	166	194	166	300	360
66	177	281	167	300	360
67	34	150	168	240	300
68	180	114	172	480	540
69	241	183	178	180	240
70	229	25	182	480	540
71	82	35	186	480	540
72	213	119	191	240	300
73	152	29	194	480	540
74	248	41	196	480	540
75	34	150	197	240	300
76	15	178	198	300	360
77	71	294	198	300	360
78	152	29	199	300	360
79	261	232	204	360	420
80	57	192	220	360	420
81	64	170	224	360	420
82	106	168	227	420	480
83	198	159	229	480	540
84	5	189	230	240	300
85	34	150	240	300	360
86	56	212	242	480	540
87	154	299	245	480	540
88	102	155	245	480	540
89	38	139	250	420	480
90	207	149	252	360	420
91	25	191	254	480	540
92	3	135	255	480	540
93	80	86	261	420	480
94	4	294	262	480	540
95	5	189	262	480	540
96	149	98	262	420	480
97	297	43	262	480	540
98	272	70	268	420	480
99	207	149	268	480	540
100	107	39	269	360	420
101	241	183	275	420	480
102	61	138	278	360	420
103	272	70	283	480	540
104	261	232	285	480	540
105	198	159	285	480	540
106	117	155	288	480	540
107	76	160	288	360	420
108	220	182	291	420	480
109	37	149	293	420	480
110	78	246	294	420	480
111	152	29	294	480	540
112	37	149	298	480	540
113	136	228	299	360	420
114	57	192	303	480	540
115	29	130	307	420	480
116	119	214	307	480	540
117	110	145	309	360	420
118	117	155	309	420	480
119	170	53	311	480	540
120	29	130	313	480	540
121	238	214	315	480	540
122	110	145	316	360	420
123	107	39	321	420	480
124	166	194	322	420	480
125	110	31	324	420	480
126	90	44	326	360	420
127	261	232	335	480	540
128	206	121	339	420	480
129	152	29	340	480	540
130	247	19	344	360	420
131	248	41	345	480	540
132	168	42	351	360	420
133	82	35	352	420	480
134	80	131	356	360	420
135	15	52	356	480	540
136	119	214	359	360	420
137	265	141	362	420	480
138	188	69	362	420	480
139	262	80	363	480	540
140	107	39	367	480	540
141	207	149	372	480	540
142	180	114	374	480	540
143	207	149	376	420	480
144	188	69	377	480	540
145	216	203	377	420	480
146	229	25	378	480	540
147	15	178	382	420	480
148	25	191	384	480	540
149	25	64	384	420	480
150	61	138	387	420	480
151	37	126	397	420	480
152	15	178	403	420	480
153	80	86	403	420	480
154	3	135	408	480	540
155	16	22	410	420	480
156	234	107	414	480	540
157	82	35	415	420	480
158	90	44	418	420	480
159	34	150	427	480	540
160	80	131	427	480	540
161	165	179	430	480	540
162	159	42	430	480	540
163	25	191	432	480	540
164	136	295	435	480	540
165	157	254	435	480	540
166	76	160	435	480	540
167	213	119	437	480	540
168	110	31	438	480	540
169	242	70	441	480	540
170	165	179	443	480	540
171	38	44	443	480	540
172	4	294	443	480	540
173	15	178	447	480	540
174	272	70	452	480	540
175	229	25	461	480	540
176	296	235	463	480	540
177	206	121	464	480	540
178	8	4	465	480	540
179	8	4	469	480	540
180	71	294	469	480	540
181	48	141	472	480	540
182	159	42	473	480	540
183	136	228	475	480	540
184	166	194	476	480	540
185	241	183	477	480	540
186	262	80	478	480	540
187	149	98	478	480	540
