Req	X_Coor	Y_Coor	Arr	E	L
0	35	35	-1	0	540
1	44	17	10	480	540
2	30	25	14	300	360
3	8	56	24	480	540
4	6	68	25	240	300
5	30	5	44	120	180
6	37	56	48	240	300
7	45	10	59	360	420
8	4	18	67	480	540
9	65	35	72	480	540
10	15	10	81	240	300
11	26	27	88	300	360
12	63	65	90	300	360
13	12	24	93	120	180
14	14	37	105	420	480
15	62	77	118	480	540
16	57	68	120	420	480
17	64	42	120	360	420
18	25	24	121	180	240
19	20	40	141	240	300
20	55	54	146	180	240
21	11	14	157	240	300
22	56	39	159	480	540
23	65	55	176	300	360
24	27	43	189	360	420
25	25	21	205	360	420
26	15	10	239	240	300
27	46	13	255	480	540
28	35	69	273	360	420
29	22	22	273	480	540
30	15	10	285	420	480
31	57	68	302	360	420
32	57	48	304	360	420
33	63	23	352	360	420
34	63	23	358	480	540
35	12	24	359	420	480
36	24	58	365	480	540
37	5	5	365	420	480
38	49	58	386	420	480
39	31	67	400	480	540
40	15	19	404	420	480
41	50	35	412	480	540
42	27	43	424	480	540
43	18	24	425	480	540
44	32	12	429	480	540
45	15	10	443	480	540
46	57	29	451	480	540
47	60	12	456	480	540
48	46	13	471	480	540
