Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	104	82	2	434	494
2	13	80	4	461	521
3	131	4	6	428	488
4	116	23	8	30	90
5	74	56	8	93	153
6	113	67	8	473	533
7	57	87	14	453	513
8	119	20	18	441	501
9	104	51	21	134	194
10	26	24	24	402	462
11	114	63	27	163	223
12	64	89	29	278	338
13	24	105	32	131	191
14	123	64	39	404	464
15	101	59	40	134	194
16	105	26	44	425	485
17	121	9	53	361	421
18	92	123	61	418	478
19	80	40	63	373	433
20	7	113	66	129	189
21	11	100	67	218	278
22	121	9	75	251	311
23	100	5	75	160	220
24	95	121	79	374	434
25	106	81	83	256	316
26	103	55	86	447	507
27	67	84	88	379	439
28	28	115	88	258	318
29	60	89	89	394	454
30	64	89	90	430	490
31	26	102	90	238	298
32	96	138	99	303	363
33	96	23	102	258	318
34	95	121	103	424	484
35	46	80	104	202	262
36	47	63	108	397	457
37	115	41	108	253	313
38	24	105	109	220	280
39	18	107	112	414	474
40	80	40	112	123	183
41	91	91	114	305	365
42	106	81	114	396	456
43	92	123	120	267	327
44	106	0	122	375	435
45	100	5	122	299	359
46	65	80	123	473	533
47	62	73	127	243	303
48	6	121	127	414	474
49	117	55	128	442	502
50	30	58	130	277	337
51	128	0	131	262	322
52	80	40	134	292	352
53	66	117	136	457	517
54	49	48	140	367	427
55	19	116	145	206	266
56	104	51	150	475	535
57	116	23	154	262	322
58	30	106	160	321	381
59	30	58	162	210	270
60	58	85	164	254	314
61	26	24	177	258	318
62	46	80	181	430	490
63	129	77	181	351	411
64	27	44	186	289	349
65	46	80	186	224	284
66	87	63	188	279	339
67	101	59	188	399	459
68	7	113	189	224	284
69	26	102	190	225	285
70	60	89	193	242	302
71	26	24	193	315	375
72	80	63	193	331	391
73	20	93	193	258	318
74	57	87	194	447	507
75	56	95	199	438	498
76	96	23	200	335	395
77	100	5	200	423	483
78	117	55	209	352	412
79	77	117	217	264	324
80	106	0	217	453	513
81	30	58	219	333	393
82	60	115	221	476	536
83	95	68	221	241	301
84	98	116	222	479	539
85	67	84	228	327	387
86	105	26	231	406	466
87	101	68	233	354	414
88	101	32	234	417	477
89	26	24	234	453	513
90	94	104	237	312	372
91	67	84	240	361	421
92	30	106	243	422	482
93	46	80	249	474	534
94	50	29	259	419	479
95	18	123	260	311	371
96	101	68	261	263	323
97	67	84	261	444	504
98	67	123	263	292	352
99	66	117	263	333	393
100	113	67	264	358	418
101	95	68	265	306	366
102	62	128	267	457	517
103	61	66	268	320	380
104	20	108	273	406	466
105	100	5	285	445	505
106	104	51	290	360	420
107	102	33	292	304	364
108	93	61	293	365	425
109	80	40	296	457	517
110	7	113	300	427	487
111	74	56	300	442	502
112	66	131	301	453	513
113	62	128	304	478	538
114	96	62	310	335	395
115	18	107	311	473	533
116	60	115	313	438	498
117	29	10	314	328	388
118	11	100	315	377	437
119	20	93	316	392	452
120	121	9	329	329	389
121	20	109	335	403	463
122	24	19	344	416	476
123	80	63	345	450	510
124	87	63	361	445	505
125	94	18	362	452	512
126	116	10	364	463	523
127	98	116	365	407	467
128	49	70	369	407	467
129	60	115	397	431	491
130	6	121	400	454	514
131	28	115	403	428	488
132	95	68	404	407	467
133	98	46	406	431	491
134	64	78	409	466	526
135	47	57	412	468	528
136	37	111	412	431	491
137	28	115	413	429	489
138	102	33	417	440	500
139	101	59	419	480	540
140	77	117	423	428	488
141	29	10	429	454	514
142	106	0	430	452	512
143	87	63	431	431	491
144	92	123	433	434	494
145	66	131	437	465	525
146	115	41	437	452	512
147	106	0	441	442	502
148	105	26	441	446	506
149	101	59	441	449	509
150	4	15	446	480	540
151	46	52	446	463	523
152	26	24	446	455	515
153	67	123	449	466	526
154	62	128	451	454	514
155	56	95	457	476	536
156	87	63	458	463	523
157	46	80	461	475	535
158	37	111	474	476	536
159	80	40	474	475	535
160	27	44	475	480	540
161	18	123	479	480	540
162	27	44	479	480	540
