Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	43	101	0
2	126	39	9
3	62	120	10
4	90	74	12
5	170	83	17
6	20	54	27
7	127	46	27
8	97	71	45
9	106	83	50
10	64	172	74
11	6	95	76
12	99	156	88
13	102	146	90
14	17	99	92
15	17	99	95
16	61	101	95
17	133	168	106
18	90	74	109
19	107	23	109
20	3	56	112
21	67	89	113
22	55	195	120
23	101	164	122
24	92	55	133
25	97	71	135
26	55	195	140
27	15	57	145
28	135	146	149
29	33	73	152
30	108	82	155
31	55	195	165
32	163	125	169
33	65	182	182
34	168	43	184
35	126	39	185
36	67	89	187
37	180	126	194
38	77	126	198
39	127	46	213
40	150	130	215
41	91	43	217
42	2	178	223
43	77	126	227
44	152	149	232
45	120	70	234
46	164	124	247
47	26	169	255
48	70	89	259
49	84	10	268
50	39	79	272
51	128	80	276
52	175	70	280
53	178	69	287
54	17	99	291
55	50	181	295
56	43	98	299
57	39	79	313
58	48	166	321
59	54	73	326
60	40	87	331
61	190	122	331
62	56	192	335
63	73	112	349
64	56	192	350
65	180	126	358
66	106	127	363
67	145	144	369
68	170	64	373
69	20	54	381
70	110	150	388
71	106	83	390
72	164	61	391
73	33	188	393
74	48	166	406
75	116	171	413
76	40	87	415
77	6	66	416
78	62	120	420
79	93	117	425
80	93	117	425
81	29	88	427
82	15	57	428
83	100	47	429
84	130	47	433
85	60	197	441
86	6	59	442
87	91	43	444
88	173	56	445
89	99	156	447
90	110	150	454
91	62	120	454
92	43	101	461
93	110	150	463
94	164	124	472
95	106	83	473
96	12	186	473
97	65	182	474
98	43	98	478
99	84	133	479
