Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	382	49	7	120	180
2	250	183	9	360	420
3	45	85	13	180	240
4	276	298	23	120	180
5	176	154	23	180	240
6	394	299	27	480	540
7	140	131	29	180	240
8	13	220	30	120	180
9	332	124	31	240	300
10	163	207	33	240	300
11	358	309	39	120	180
12	378	30	41	120	180
13	264	69	46	360	420
14	279	337	50	180	240
15	231	6	52	180	240
16	26	199	53	60	120
17	41	399	54	480	540
18	251	70	56	60	120
19	236	119	58	300	360
20	3	2	58	120	180
21	303	258	59	240	300
22	41	399	62	420	480
23	40	153	65	480	540
24	156	4	68	240	300
25	278	221	69	480	540
26	384	47	70	480	540
27	56	97	73	480	540
28	297	137	79	360	420
29	142	238	84	480	540
30	285	184	84	480	540
31	368	278	85	300	360
32	29	86	86	300	360
33	153	315	86	480	540
34	152	361	87	420	480
35	17	348	91	120	180
36	147	210	100	240	300
37	17	348	108	420	480
38	13	220	111	180	240
39	3	2	120	240	300
40	287	279	121	420	480
41	286	308	122	420	480
42	140	387	124	240	300
43	330	353	128	420	480
44	65	335	138	180	240
45	3	2	140	420	480
46	365	303	144	300	360
47	57	381	149	300	360
48	74	231	151	240	300
49	29	86	152	480	540
50	142	238	152	360	420
51	376	19	153	180	240
52	285	184	153	180	240
53	368	278	170	180	240
54	146	301	171	360	420
55	56	156	178	480	540
56	26	260	178	360	420
57	327	11	179	240	300
58	102	42	188	420	480
59	329	208	190	360	420
60	338	315	192	420	480
61	206	286	194	240	300
62	267	221	209	360	420
63	294	184	217	240	300
64	57	381	218	360	420
65	74	231	218	300	360
66	13	220	224	420	480
67	146	301	227	240	300
68	56	156	228	240	300
69	49	187	230	420	480
70	100	15	232	420	480
71	102	42	236	300	360
72	148	71	240	420	480
73	200	48	244	300	360
74	148	71	246	420	480
75	77	319	253	300	360
76	205	372	256	480	540
77	353	3	266	480	540
78	278	221	270	480	540
79	140	387	272	300	360
80	398	258	275	360	420
81	142	238	276	360	420
82	251	70	279	360	420
83	26	199	284	360	420
84	60	319	289	300	360
85	56	97	297	360	420
86	45	85	298	360	420
87	102	149	301	480	540
88	277	143	319	480	540
89	36	288	321	360	420
90	329	208	324	480	540
91	368	278	325	420	480
92	264	69	326	480	540
93	388	106	327	420	480
94	300	319	329	480	540
95	110	241	337	420	480
96	140	387	339	360	420
97	56	97	340	480	540
98	26	199	341	360	420
99	45	85	342	480	540
100	398	258	342	360	420
101	63	166	346	360	420
102	327	11	346	420	480
103	39	34	347	420	480
104	77	319	349	480	540
105	303	258	351	480	540
106	65	335	352	420	480
107	285	184	356	360	420
108	332	124	357	420	480
109	36	203	368	420	480
110	153	315	370	480	540
111	45	85	370	480	540
112	41	399	372	420	480
113	285	184	377	480	540
114	236	119	379	480	540
115	2	200	382	480	540
116	110	290	389	420	480
117	303	258	392	480	540
118	365	303	396	480	540
119	376	19	399	480	540
120	260	352	401	420	480
121	102	42	409	420	480
122	84	221	409	480	540
123	353	357	412	480	540
124	110	241	427	480	540
125	367	300	427	480	540
126	110	290	434	480	540
127	353	3	435	480	540
128	376	19	442	480	540
129	398	258	442	480	540
130	388	106	444	480	540
131	208	86	446	480	540
132	384	47	447	480	540
133	384	47	447	480	540
134	84	221	468	480	540
135	26	199	469	480	540
136	327	11	472	480	540
137	102	42	472	480	540
