Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	231	219	4	480	540
2	363	30	6	420	480
3	74	201	11	300	360
4	22	125	12	240	300
5	244	114	15	420	480
6	327	242	23	480	540
7	242	105	26	180	240
8	95	63	31	180	240
9	244	114	31	240	300
10	164	62	33	120	180
11	154	288	34	300	360
12	162	69	35	480	540
13	203	384	37	60	120
14	33	247	43	420	480
15	189	306	50	180	240
16	327	242	51	180	240
17	329	241	59	360	420
18	275	12	62	300	360
19	74	201	67	120	180
20	249	242	69	420	480
21	182	378	69	420	480
22	212	146	82	480	540
23	129	98	86	480	540
24	95	63	88	480	540
25	129	98	92	360	420
26	74	201	94	180	240
27	314	390	95	480	540
28	41	56	98	240	300
29	93	47	103	480	540
30	363	30	104	180	240
31	51	288	106	240	300
32	22	205	107	360	420
33	369	19	110	420	480
34	203	384	110	420	480
35	240	210	114	180	240
36	79	154	116	360	420
37	126	284	118	360	420
38	230	241	120	240	300
39	308	396	125	420	480
40	24	121	126	360	420
41	150	108	127	480	540
42	182	379	128	180	240
43	41	56	143	360	420
44	162	69	144	420	480
45	41	56	146	420	480
46	79	154	146	180	240
47	210	141	146	240	300
48	172	178	148	240	300
49	207	391	152	360	420
50	308	396	159	180	240
51	11	115	172	360	420
52	358	266	172	480	540
53	34	242	174	420	480
54	157	205	175	300	360
55	232	232	179	480	540
56	153	107	188	420	480
57	268	160	191	360	420
58	322	242	194	360	420
59	275	287	199	360	420
60	109	186	202	360	420
61	154	288	207	420	480
62	75	206	211	480	540
63	11	115	220	360	420
64	24	121	228	360	420
65	203	384	231	360	420
66	187	338	236	240	300
67	237	213	237	360	420
68	240	246	239	360	420
69	279	4	241	360	420
70	39	56	244	300	360
71	51	288	244	360	420
72	14	210	248	480	540
73	321	339	258	360	420
74	389	307	259	300	360
75	157	205	261	420	480
76	14	210	268	420	480
77	93	47	276	360	420
78	126	284	277	420	480
79	131	283	278	360	420
80	33	247	278	360	420
81	237	213	281	420	480
82	92	155	281	420	480
83	92	50	285	420	480
84	329	241	297	300	360
85	207	391	302	360	420
86	157	205	303	420	480
87	308	396	310	480	540
88	203	384	317	480	540
89	11	115	323	480	540
90	33	247	324	360	420
91	129	98	325	480	540
92	153	281	325	480	540
93	237	213	325	420	480
94	203	384	325	360	420
95	158	366	333	360	420
96	51	288	338	360	420
97	32	352	339	420	480
98	52	295	341	420	480
99	153	280	342	360	420
100	348	279	346	480	540
101	52	295	350	360	420
102	153	280	353	480	540
103	95	63	356	360	420
104	51	288	360	480	540
105	168	62	364	420	480
106	164	62	365	480	540
107	29	355	370	480	540
108	21	96	374	420	480
109	201	387	380	420	480
110	158	366	384	480	540
111	41	56	389	480	540
112	99	7	394	420	480
113	129	98	409	420	480
114	154	288	411	480	540
115	389	307	418	420	480
116	154	288	422	480	540
117	232	232	430	480	540
118	207	391	433	480	540
119	29	355	444	480	540
120	82	365	459	480	540
121	74	201	467	480	540
122	232	232	468	480	540
123	87	153	469	480	540
124	200	89	473	480	540
125	254	240	473	480	540
126	249	242	478	480	540
127	87	153	479	480	540
128	79	154	480	480	540
129	275	12	480	480	540
