Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	13	220	11
2	13	220	14
3	193	216	22
4	107	98	28
5	350	131	32
6	13	220	35
7	114	254	42
8	209	85	44
9	297	137	45
10	204	292	47
11	350	207	49
12	345	382	53
13	277	163	61
14	350	207	61
15	253	316	62
16	214	119	62
17	244	285	63
18	214	119	65
19	370	57	67
20	395	167	75
21	82	78	76
22	15	4	78
23	220	381	78
24	289	306	81
25	208	20	88
26	277	163	89
27	85	155	94
28	395	167	94
29	182	379	96
30	385	55	99
31	345	382	104
32	287	307	107
33	369	118	121
34	11	328	126
35	197	300	131
36	15	4	133
37	361	194	133
38	381	290	136
39	111	179	139
40	246	247	140
41	228	96	149
42	86	154	149
43	277	163	153
44	246	247	156
45	277	163	158
46	310	200	166
47	210	271	172
48	310	200	180
49	53	330	181
50	361	194	181
51	361	194	181
52	37	397	181
53	218	134	186
54	177	174	187
55	246	247	188
56	11	328	188
57	317	183	201
58	391	54	232
59	244	285	235
60	72	315	237
61	225	53	239
62	113	179	241
63	321	209	246
64	66	118	247
65	368	215	248
66	220	381	260
67	72	315	261
68	82	65	265
69	85	155	266
70	369	118	266
71	396	106	267
72	244	285	268
73	228	96	280
74	317	183	282
75	222	383	286
76	391	54	286
77	143	159	288
78	177	174	289
79	53	51	304
80	85	61	304
81	321	209	310
82	399	179	314
83	193	216	315
84	214	119	318
85	371	111	323
86	110	188	324
87	277	154	326
88	214	119	327
89	91	150	330
90	368	215	338
91	157	220	339
92	110	188	341
93	220	381	342
94	368	215	349
95	244	285	355
96	330	313	358
97	396	106	363
98	350	207	365
99	34	242	365
100	107	98	371
101	391	54	373
102	226	52	379
103	177	174	382
104	373	253	386
105	85	61	387
106	21	255	389
107	294	118	394
108	196	295	403
109	330	313	404
110	287	307	418
111	369	118	419
112	208	86	420
113	373	253	421
114	300	64	423
115	111	179	424
116	350	131	428
117	217	289	430
118	200	48	437
119	310	143	438
120	53	51	442
121	385	55	444
122	111	179	444
123	372	256	444
124	87	153	445
125	373	253	448
126	87	164	449
127	381	290	452
128	154	68	458
129	175	299	460
130	204	292	461
131	369	118	465
132	385	55	469
133	277	163	480
134	154	68	480
