Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	366	97	1
2	23	97	5
3	128	68	5
4	23	98	17
5	226	52	17
6	262	30	22
7	183	375	28
8	75	76	29
9	364	55	34
10	243	140	38
11	243	140	40
12	34	242	41
13	366	340	41
14	349	157	42
15	175	299	42
16	82	360	49
17	321	217	50
18	122	183	51
19	243	140	55
20	226	52	56
21	67	258	58
22	325	294	59
23	266	116	60
24	82	365	75
25	102	377	75
26	370	104	79
27	134	63	80
28	325	45	81
29	329	236	82
30	364	27	88
31	231	6	92
32	338	315	95
33	176	154	100
34	359	30	105
35	395	340	106
36	26	250	113
37	321	217	115
38	243	140	116
39	221	281	118
40	369	107	119
41	102	377	120
42	159	11	125
43	153	315	131
44	338	315	136
45	353	65	140
46	82	365	146
47	52	194	149
48	276	157	150
49	47	328	162
50	201	6	164
51	40	380	166
52	84	363	166
53	67	258	188
54	128	68	189
55	364	25	189
56	41	340	192
57	186	304	194
58	28	353	199
59	325	294	205
60	102	377	205
61	310	363	207
62	176	154	218
63	222	383	229
64	195	294	231
65	195	294	232
66	177	77	233
67	84	363	247
68	366	340	251
69	159	11	256
70	381	290	261
71	23	97	271
72	349	272	284
73	302	274	285
74	102	118	289
75	325	294	293
76	381	290	297
77	28	353	299
78	175	299	300
79	175	299	302
80	329	236	308
81	381	290	314
82	235	212	318
83	353	65	318
84	390	357	320
85	370	104	326
86	47	328	328
87	41	340	329
88	276	157	329
89	325	294	330
90	213	332	338
91	370	104	347
92	24	96	350
93	128	68	354
94	186	304	354
95	364	27	359
96	166	357	367
97	60	319	367
98	393	312	367
99	364	27	370
100	366	97	370
101	23	97	373
102	364	27	382
103	369	107	383
104	393	306	386
105	176	154	388
106	359	30	389
107	363	24	390
108	102	118	392
109	359	30	419
110	338	315	422
111	82	365	423
112	310	363	426
113	231	6	428
114	166	357	431
115	237	109	433
116	34	242	433
117	201	6	436
118	113	184	440
119	102	118	441
120	235	212	454
121	24	96	465
122	192	332	466
123	310	363	468
124	327	242	472
125	347	395	473
126	221	281	475
