Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	368	103	1
2	289	203	19
3	96	113	21
4	70	63	40
5	97	91	43
6	242	283	60
7	54	218	68
8	282	198	74
9	142	363	76
10	259	117	128
11	281	86	146
12	79	139	175
13	149	244	176
14	138	356	179
15	138	356	180
16	73	183	201
17	246	247	224
18	97	139	239
19	361	125	240
20	258	134	241
21	69	126	242
22	291	215	247
23	271	375	254
24	214	20	255
25	258	134	259
26	243	103	285
27	286	108	286
28	174	92	306
29	183	56	310
30	87	204	320
31	152	78	328
32	156	144	329
33	61	183	331
34	156	144	371
35	361	125	374
36	379	124	389
37	261	363	395
38	338	161	399
39	174	92	400
40	282	198	401
41	281	230	466
42	128	161	467
43	246	247	470
44	149	345	470
