Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	217	73	7	120	180
2	67	175	9	360	420
3	85	228	12	300	360
4	3	119	13	480	540
5	109	61	20	360	420
6	259	240	26	240	300
7	30	243	54	480	540
8	65	56	56	480	540
9	100	73	80	300	360
10	9	145	94	240	300
11	108	113	111	480	540
12	246	137	119	420	480
13	108	109	120	180	240
14	112	43	138	480	540
15	216	62	146	180	240
16	109	148	175	240	300
17	188	142	204	420	480
18	94	93	213	420	480
19	262	62	217	300	360
20	250	134	230	240	300
21	57	123	241	300	360
22	108	113	241	300	360
23	108	113	242	300	360
24	65	56	262	300	360
25	147	43	282	480	540
26	274	97	312	480	540
27	3	119	313	360	420
28	233	119	320	480	540
29	293	62	328	480	540
30	47	277	329	360	420
31	293	62	335	360	420
32	167	176	339	420	480
33	250	134	339	360	420
34	9	145	344	420	480
35	57	123	372	480	540
36	250	134	388	480	540
37	250	134	397	480	540
38	208	47	402	420	480
39	60	156	449	480	540
40	257	58	453	480	540
41	227	80	460	480	540
42	165	204	476	480	540
43	59	280	478	480	540
