Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	90	104	1
2	21	25	2
3	88	35	2
4	1	24	8
5	61	48	9
6	61	48	9
7	8	119	14
8	25	26	15
9	104	106	18
10	33	131	19
11	90	104	22
12	103	69	23
13	136	29	23
14	29	28	27
15	107	63	30
16	36	132	36
17	34	138	38
18	10	134	42
19	131	31	43
20	16	39	49
21	59	56	50
22	137	6	61
23	36	105	61
24	74	96	64
25	59	56	65
26	134	31	68
27	36	105	68
28	95	77	70
29	109	131	73
30	57	59	74
31	6	135	75
32	57	59	80
33	62	58	80
34	88	72	81
35	74	93	86
36	43	135	87
37	96	74	91
38	99	112	97
39	103	69	98
40	93	75	100
41	21	44	107
42	21	44	109
43	118	131	110
44	77	100	114
45	107	63	116
46	127	28	118
47	101	107	119
48	59	52	124
49	91	108	126
50	85	106	129
51	18	38	134
52	96	74	136
53	35	99	136
54	74	96	143
55	136	29	145
56	95	35	146
57	96	26	147
58	8	119	152
59	127	29	155
60	28	33	159
61	21	44	162
62	30	31	164
63	86	102	164
64	93	75	170
65	16	39	170
66	74	93	172
67	98	70	172
68	103	34	174
69	57	59	175
70	121	110	176
71	43	140	177
72	123	112	178
73	28	33	179
74	19	39	180
75	99	112	188
76	10	137	192
77	57	59	196
78	10	137	196
79	10	137	197
80	4	30	198
81	98	70	199
82	99	26	201
83	110	66	207
84	67	55	208
85	101	107	209
86	21	26	210
87	118	131	211
88	28	78	215
89	0	117	218
90	86	37	222
91	74	93	227
92	40	132	228
93	96	26	231
94	21	26	234
95	4	30	237
96	16	39	239
97	57	59	239
98	109	131	241
99	19	39	242
100	43	135	243
101	101	107	250
102	34	82	252
103	119	136	253
104	43	135	254
105	85	106	257
106	113	69	260
107	131	31	262
108	109	131	262
109	22	22	266
110	29	28	274
111	8	119	287
112	86	36	288
113	6	135	288
114	74	96	290
115	110	66	290
116	40	132	300
117	34	138	303
118	101	107	305
119	40	132	306
120	99	112	307
121	35	99	307
122	137	6	309
123	99	108	310
124	40	132	314
125	99	108	316
126	86	37	317
127	4	125	321
128	35	99	324
129	99	112	330
130	16	38	331
131	129	9	331
132	0	117	334
133	134	31	337
134	34	138	337
135	34	82	338
136	104	106	339
137	4	125	341
138	29	28	342
139	21	26	347
140	74	99	347
141	129	9	348
142	110	66	351
143	118	131	351
144	101	107	353
145	96	26	355
146	127	28	356
147	30	31	359
148	7	115	361
149	18	38	362
150	93	75	363
151	21	48	364
152	127	28	365
153	21	26	367
154	99	112	368
155	96	74	368
156	21	25	371
157	99	112	374
158	99	26	376
159	123	112	380
160	125	108	380
161	21	48	381
162	96	26	382
163	36	105	383
164	34	82	384
165	95	35	385
166	77	100	395
167	61	48	396
168	125	108	397
169	121	110	398
170	86	36	399
171	132	24	402
172	86	102	402
173	21	26	403
174	88	72	405
175	40	132	410
176	18	38	411
177	1	24	413
178	67	55	414
179	21	25	422
180	95	35	424
181	57	59	425
182	59	56	427
183	16	39	430
184	137	6	432
185	61	48	432
186	74	96	433
187	28	33	433
188	19	39	434
189	77	100	443
190	36	105	448
191	103	111	456
192	86	37	462
193	96	26	465
194	4	30	468
195	61	54	468
196	25	26	470
197	59	56	472
198	137	6	478
