Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	106	71	8	231	291
2	54	285	9	153	213
3	227	80	26	96	156
4	9	145	29	424	484
5	224	61	32	186	246
6	173	72	33	383	443
7	13	202	46	120	180
8	56	116	48	413	473
9	30	243	66	450	510
10	57	125	68	141	201
11	108	109	91	294	354
12	257	58	106	439	499
13	191	234	143	189	249
14	172	2	146	356	416
15	257	58	157	165	225
16	293	62	168	290	350
17	133	99	178	376	436
18	300	44	185	284	344
19	213	68	185	279	339
20	293	62	189	287	347
21	51	217	193	428	488
22	30	226	198	241	301
23	125	168	204	375	435
24	274	6	206	468	528
25	57	125	206	372	432
26	213	68	236	299	359
27	227	80	248	315	375
28	59	67	274	366	426
29	275	97	302	449	509
30	85	228	306	315	375
31	119	104	310	386	446
32	12	10	312	366	426
33	135	251	323	384	444
34	274	97	333	433	493
35	109	61	338	351	411
36	12	10	359	367	427
37	274	6	365	479	539
38	293	62	389	395	455
39	47	277	395	467	527
40	213	68	408	459	519
41	158	27	423	449	509
42	47	277	443	449	509
43	108	113	446	457	517
44	242	73	478	480	540
