Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	14	53	9	99	159
2	278	221	13	197	257
3	85	128	23	295	355
4	26	199	61	463	523
5	247	377	75	261	321
6	279	262	99	399	459
7	234	20	108	221	281
8	344	236	110	262	322
9	248	126	114	287	347
10	142	385	118	392	452
11	359	31	122	410	470
12	92	238	133	174	234
13	387	267	137	151	211
14	49	222	146	278	338
15	247	377	164	378	438
16	52	94	174	373	433
17	267	321	182	376	436
18	140	131	184	298	358
19	196	107	184	381	441
20	234	20	193	230	290
21	85	128	205	325	385
22	267	295	211	258	318
23	278	221	224	227	287
24	161	346	234	275	335
25	38	366	236	339	399
26	344	236	238	263	323
27	374	163	255	279	339
28	306	361	278	467	527
29	202	158	279	408	468
30	369	118	290	391	451
31	320	166	305	472	532
32	206	286	342	342	402
33	349	249	370	434	494
34	343	335	399	403	463
35	236	260	410	420	480
36	85	128	415	446	506
37	221	225	420	471	531
38	36	203	420	440	500
39	200	48	421	454	514
40	169	235	430	460	520
41	343	322	433	436	496
42	221	225	445	477	537
43	221	225	457	467	527
44	267	321	472	475	535
45	40	153	476	479	539
