Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	223	41	4	396	456
2	142	385	6	251	311
3	299	399	21	207	267
4	345	195	36	414	474
5	56	156	41	141	201
6	137	68	42	210	270
7	202	158	80	215	275
8	40	153	82	300	360
9	370	57	86	431	491
10	56	156	93	452	512
11	278	221	95	126	186
12	73	4	95	161	221
13	73	292	105	243	303
14	287	343	106	359	419
15	247	377	109	405	465
16	294	13	136	175	235
17	194	65	144	266	326
18	138	306	159	399	459
19	349	135	176	302	362
20	320	166	182	465	525
21	306	361	192	192	252
22	223	41	211	476	536
23	255	80	225	430	490
24	138	306	227	239	299
25	255	80	243	350	410
26	359	31	336	419	479
27	26	199	339	431	491
28	387	267	339	408	468
29	73	292	346	460	520
30	87	164	356	459	519
31	223	41	368	442	502
32	38	366	373	460	520
33	170	114	377	409	469
34	137	68	392	394	454
35	16	294	394	442	502
36	186	355	406	450	510
37	278	221	417	437	497
38	343	322	421	471	531
39	140	131	428	429	489
40	161	346	452	465	525
41	142	379	460	476	536
42	75	238	462	478	538
