Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	177	77	1	430	490
2	281	155	14	14	74
3	201	6	26	49	109
4	340	290	41	100	160
5	392	307	43	168	228
6	67	258	47	388	448
7	366	340	52	466	526
8	366	97	57	340	400
9	67	258	60	277	337
10	323	243	63	443	503
11	24	96	70	395	455
12	393	312	72	363	423
13	220	238	78	177	237
14	41	340	83	139	199
15	220	238	86	230	290
16	315	237	93	395	455
17	28	353	97	212	272
18	369	100	98	393	453
19	226	52	105	200	260
20	364	55	105	117	177
21	192	332	115	249	309
22	220	238	116	276	336
23	325	294	123	456	516
24	393	307	128	259	319
25	338	391	132	161	221
26	393	307	139	413	473
27	26	250	140	276	336
28	300	144	144	413	473
29	34	242	149	391	451
30	122	183	151	280	340
31	373	253	155	477	537
32	315	237	157	397	457
33	327	242	161	348	408
34	186	75	166	321	381
35	231	6	168	341	401
36	134	63	170	411	471
37	186	304	171	372	432
38	235	212	176	349	409
39	270	151	181	359	419
40	68	143	184	440	500
41	395	340	184	401	461
42	393	312	191	461	521
43	369	107	193	252	312
44	82	365	196	224	284
45	77	319	200	463	523
46	159	11	207	369	429
47	353	65	208	414	474
48	395	340	217	411	471
49	353	65	221	459	519
50	349	157	225	362	422
51	32	78	226	244	304
52	364	55	227	299	359
53	70	231	228	476	536
54	304	141	233	374	434
55	321	217	234	307	367
56	84	363	237	348	408
57	266	116	244	313	373
58	213	332	245	405	465
59	134	63	268	378	438
60	340	290	269	319	379
61	41	340	283	362	422
62	128	68	283	385	445
63	23	97	293	345	405
64	186	304	296	297	357
65	195	294	305	330	390
66	304	141	305	395	455
67	325	294	306	450	510
68	325	294	310	366	426
69	186	304	315	339	399
70	186	304	316	382	442
71	128	68	337	376	436
72	125	122	345	450	510
73	304	141	349	362	422
74	350	131	350	464	524
75	276	157	354	369	429
76	183	375	359	400	460
77	195	294	368	477	537
78	84	363	374	390	450
79	75	76	395	447	507
80	323	243	400	400	460
81	270	151	402	480	540
82	213	332	402	474	534
83	60	319	411	411	471
84	175	299	419	480	540
85	363	24	423	480	540
86	239	254	427	427	487
87	239	254	427	447	507
88	235	212	438	462	522
89	186	304	449	470	530
90	353	65	454	474	534
91	393	307	461	464	524
92	237	109	463	468	528
93	369	100	463	478	538
94	366	97	463	479	539
95	40	380	463	479	539
96	26	250	465	479	539
97	321	217	471	474	534
98	220	238	471	472	532
99	195	294	473	479	539
