Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	110	66	2
2	112	13	18
3	17	43	18
4	54	41	40
5	121	134	45
6	118	108	49
7	61	34	52
8	4	44	53
9	95	35	56
10	78	63	56
11	20	39	57
12	118	108	60
13	103	69	63
14	10	86	71
15	33	0	71
16	100	106	77
17	92	107	86
18	112	67	95
19	23	39	100
20	97	29	114
21	103	86	119
22	92	107	123
23	21	115	134
24	121	110	136
25	121	112	140
26	84	88	153
27	122	131	158
28	100	106	158
29	97	28	166
30	8	87	169
31	78	63	174
32	107	63	186
33	17	37	227
34	17	43	234
35	21	115	236
36	59	56	238
37	39	13	239
38	113	45	240
39	100	106	246
40	92	107	254
41	33	0	255
42	8	87	259
43	54	41	260
44	109	71	267
45	103	86	268
46	119	114	271
47	120	14	272
48	23	39	273
49	6	25	274
50	110	99	298
51	1	34	299
52	137	96	299
53	35	102	301
54	15	9	306
55	90	101	312
56	22	38	320
57	125	68	325
58	66	91	329
59	120	14	330
60	110	99	338
61	35	102	340
62	103	82	343
63	90	101	343
64	22	38	344
65	17	37	344
66	107	63	345
67	66	91	353
68	96	26	360
69	8	87	370
70	39	13	382
71	36	105	384
72	10	86	386
73	105	2	388
74	94	104	403
75	118	108	404
76	41	36	410
77	61	34	424
78	92	107	424
79	102	60	434
80	102	60	454
81	17	43	455
82	121	110	458
83	121	112	462
84	33	0	464
85	100	106	471
86	28	107	472
87	107	63	473
