Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	48	47	3
2	125	68	16
3	22	38	17
4	112	67	22
5	22	38	23
6	41	36	29
7	107	63	36
8	15	9	39
9	16	39	42
10	67	55	47
11	54	41	51
12	92	107	52
13	54	41	53
14	116	83	54
15	105	2	54
16	16	39	54
17	28	107	62
18	103	69	65
19	118	131	69
20	139	110	76
21	115	134	83
22	137	101	87
23	54	41	87
24	117	92	90
25	125	108	91
26	91	95	99
27	80	103	102
28	92	107	103
29	17	43	105
30	59	56	111
31	113	32	119
32	107	25	137
33	84	88	145
34	6	25	152
35	109	71	156
36	115	134	157
37	121	112	158
38	96	26	162
39	100	106	164
40	99	26	168
41	120	14	169
42	80	103	169
43	109	71	181
44	113	35	188
45	91	95	191
46	108	30	195
47	17	37	199
48	87	39	204
49	126	112	204
50	70	94	221
51	33	0	225
52	21	115	225
53	89	24	226
54	61	34	237
55	21	115	247
56	139	110	251
57	110	66	263
58	41	36	264
59	121	110	264
60	70	94	264
61	99	26	266
62	35	90	267
63	97	29	283
64	110	66	288
65	10	86	293
66	121	134	295
67	135	65	297
68	84	88	298
69	28	107	303
70	58	95	313
71	125	108	317
72	16	39	330
73	127	108	335
74	97	28	338
75	121	134	346
76	116	83	348
77	78	63	360
78	121	112	370
79	83	12	377
80	4	28	387
81	50	112	389
82	85	75	394
83	54	41	401
84	84	88	401
85	125	108	411
86	121	110	412
87	50	112	417
88	102	60	430
89	8	138	435
90	121	134	441
91	8	87	442
92	113	32	444
93	110	66	453
94	100	106	465
95	110	99	471
96	103	82	472
97	61	59	472
98	16	39	472
99	66	91	474
100	116	83	479
101	4	44	480
