Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	12	48	2
2	41	36	6
3	90	44	7
4	58	80	7
5	89	39	11
6	104	73	21
7	117	92	26
8	81	57	31
9	64	138	39
10	82	103	44
11	39	100	44
12	30	57	46
13	32	52	47
14	54	78	49
15	97	115	50
16	90	14	51
17	65	0	52
18	140	36	53
19	71	70	55
20	95	135	66
21	8	138	68
22	4	44	68
23	113	45	68
24	30	57	75
25	51	92	79
26	48	47	83
27	139	110	86
28	97	115	88
29	113	45	90
30	140	42	90
31	120	102	92
32	36	38	93
33	29	94	100
34	48	47	104
35	71	70	105
36	37	125	107
37	137	96	108
38	18	104	110
39	136	123	117
40	38	122	123
41	16	62	124
42	29	94	127
43	137	96	127
44	37	125	127
45	69	116	137
46	64	132	146
47	69	116	147
48	48	47	150
49	120	52	156
50	32	52	159
51	69	115	160
52	103	44	160
53	70	94	163
54	90	44	164
55	64	138	164
56	105	2	167
57	51	92	168
58	81	57	169
59	101	0	172
60	41	36	176
61	58	80	179
62	97	115	184
63	116	105	185
64	61	57	192
65	93	61	194
66	32	52	197
67	65	0	203
68	95	135	206
69	104	73	209
70	47	83	211
71	16	62	212
72	50	112	222
73	80	103	222
74	101	0	224
75	44	36	226
76	83	12	228
77	120	52	230
78	48	47	232
79	121	124	233
80	116	105	239
81	12	84	241
82	20	69	241
83	81	36	243
84	93	61	246
85	42	29	247
86	42	29	249
87	120	14	255
88	140	42	260
89	120	14	267
90	120	14	274
91	105	2	282
92	56	139	284
93	113	35	284
94	44	58	288
95	56	139	293
96	12	84	296
97	116	105	297
98	120	22	297
99	61	57	298
100	119	73	299
101	64	138	303
102	37	125	308
103	50	112	310
104	82	103	310
105	35	90	312
106	36	38	315
107	50	112	330
108	82	100	332
109	113	35	332
110	120	47	333
111	83	38	336
112	120	52	336
113	8	138	337
114	18	104	338
115	41	36	340
116	125	68	341
117	120	52	342
118	105	2	345
119	109	139	352
120	48	47	352
121	113	35	361
122	16	62	365
123	120	47	367
124	95	135	369
125	54	33	372
126	29	94	374
127	58	95	377
128	105	2	380
129	115	124	384
130	56	139	387
131	37	125	387
132	54	78	393
133	81	36	398
134	18	104	406
135	71	70	412
136	4	44	420
137	120	14	423
138	58	95	430
139	104	73	434
140	115	124	439
141	121	124	439
142	115	124	439
143	30	57	443
144	71	70	451
145	37	73	452
146	69	115	453
147	120	102	455
148	117	92	458
149	64	132	459
150	101	0	460
151	36	38	473
152	20	106	474
153	69	116	475
154	99	34	479
155	115	124	480
