Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	231	235	3	117	177
2	241	46	3	229	289
3	175	142	5	18	78
4	173	73	5	93	153
5	6	146	6	55	115
6	189	138	6	97	157
7	270	23	12	438	498
8	42	123	15	172	232
9	189	138	23	50	110
10	172	249	27	403	463
11	169	134	28	186	246
12	193	194	30	276	336
13	168	237	32	255	315
14	182	178	33	394	454
15	62	221	35	464	524
16	135	23	38	210	270
17	28	122	39	389	449
18	71	126	39	327	387
19	56	117	39	316	376
20	250	234	44	225	285
21	168	237	44	255	315
22	153	64	49	301	361
23	227	187	51	252	312
24	92	90	51	218	278
25	74	62	54	88	148
26	117	262	61	302	362
27	231	235	68	273	333
28	284	184	70	178	238
29	67	142	71	86	146
30	137	255	72	380	440
31	234	216	72	399	459
32	193	194	73	339	399
33	275	31	76	323	383
34	270	23	77	189	249
35	239	188	80	235	295
36	239	188	83	254	314
37	249	44	90	380	440
38	227	187	92	457	517
39	259	212	94	376	436
40	226	56	95	344	404
41	250	234	98	413	473
42	164	79	104	219	279
43	34	50	105	117	177
44	284	30	107	354	414
45	182	178	108	240	300
46	262	237	109	308	368
47	62	221	111	406	466
48	92	90	112	140	200
49	87	105	116	140	200
50	225	51	116	217	277
51	62	221	120	432	492
52	87	112	127	362	422
53	195	253	127	190	250
54	6	146	128	470	530
55	87	112	132	186	246
56	175	84	137	236	296
57	250	247	146	477	537
58	28	122	149	407	467
59	245	240	163	443	503
60	53	145	165	232	292
61	225	51	165	332	392
62	71	126	167	256	316
63	22	126	172	185	245
64	171	143	174	401	461
65	22	126	175	326	386
66	77	11	176	203	263
67	122	24	177	219	279
68	276	38	180	395	455
69	87	112	181	275	335
70	221	213	184	451	511
71	241	46	187	462	522
72	66	139	191	331	391
73	92	90	191	409	469
74	135	23	193	415	475
75	137	255	204	326	386
76	234	216	210	261	321
77	225	70	213	313	373
78	273	18	214	218	278
79	239	188	215	301	361
80	193	194	218	277	337
81	134	273	219	410	470
82	193	194	223	463	523
83	274	195	224	480	540
84	115	2	225	274	334
85	28	122	226	438	498
86	77	11	226	478	538
87	92	90	227	274	334
88	153	64	229	388	448
89	182	178	229	275	335
90	138	17	231	350	410
91	233	189	238	458	518
92	115	235	238	325	385
93	67	142	240	375	435
94	87	105	242	289	349
95	259	212	245	451	511
96	87	105	250	284	344
97	77	11	250	274	334
98	259	212	255	342	402
99	122	24	256	298	358
100	153	64	260	370	430
101	182	178	261	294	354
102	221	213	265	446	506
103	134	273	266	419	479
104	236	224	269	281	341
105	225	51	275	310	370
106	71	126	276	381	441
107	71	126	282	327	387
108	234	216	287	300	360
109	117	262	287	328	388
110	171	143	291	435	495
111	141	3	291	462	522
112	153	64	291	294	354
113	129	41	293	382	442
114	234	216	295	464	524
115	262	50	296	388	448
116	92	114	296	310	370
117	199	214	302	457	517
118	193	194	302	352	412
119	63	135	304	310	370
120	132	262	307	450	510
121	42	123	308	374	434
122	250	247	309	372	432
123	242	263	310	328	388
124	149	130	313	378	438
125	115	235	315	454	514
126	53	145	316	393	453
127	227	187	317	365	425
128	226	56	321	324	384
129	172	249	322	360	420
130	251	222	322	435	495
131	34	50	323	428	488
132	168	237	324	449	509
133	242	263	324	437	497
134	131	254	325	445	505
135	131	254	328	455	515
136	262	50	335	439	499
137	270	23	340	480	540
138	221	213	342	386	446
139	141	3	344	388	448
140	71	126	345	447	507
141	245	240	345	400	460
142	196	158	345	470	530
143	263	248	347	392	452
144	162	141	349	409	469
145	117	262	351	388	448
146	225	51	352	377	437
147	195	253	353	394	454
148	279	44	353	465	525
149	233	189	355	406	466
150	114	27	366	456	516
151	172	249	366	437	497
152	115	235	369	436	496
153	275	31	369	462	522
154	114	27	385	435	495
155	153	74	386	393	453
156	137	255	389	418	478
157	153	64	390	426	486
158	171	143	392	408	468
159	231	235	393	428	488
160	196	158	394	400	460
161	125	39	395	438	498
162	22	126	396	440	500
163	242	263	397	476	536
164	87	105	398	480	540
165	92	90	404	458	518
166	77	11	406	478	538
167	125	39	407	471	531
168	144	250	408	417	477
169	168	237	410	426	486
170	169	134	411	444	504
171	134	273	418	472	532
172	40	60	421	442	502
173	273	18	421	441	501
174	149	130	423	474	534
175	135	23	424	477	537
176	71	222	432	472	532
177	193	194	433	436	496
178	115	235	438	472	532
179	171	143	447	447	507
180	215	168	449	450	510
181	34	50	463	478	538
182	87	105	465	471	531
183	125	39	465	472	532
184	40	60	466	478	538
185	227	187	466	468	528
186	73	104	468	478	538
187	251	222	470	477	537
188	134	273	471	475	535
189	274	195	477	479	539
190	230	182	477	478	538
