Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	31	52	5
2	55	20	12
3	72	35	19
4	38	5	31
5	50	35	32
6	22	75	39
7	65	55	41
8	53	43	52
9	62	80	57
10	31	67	58
11	95	35	68
12	18	75	73
13	65	85	79
14	85	25	83
15	22	75	107
16	20	85	142
17	37	31	150
18	37	31	152
19	65	82	165
20	65	85	169
21	44	5	179
22	45	65	204
23	65	55	225
24	30	60	226
25	22	85	227
26	44	5	254
27	55	85	270
28	50	35	270
29	40	15	272
30	44	5	275
31	42	10	278
32	35	69	287
33	18	75	311
34	15	60	327
35	55	82	343
36	61	52	345
37	63	23	349
38	90	35	359
39	20	50	363
40	53	43	382
41	87	30	383
42	56	37	388
43	65	82	399
44	85	25	399
45	72	35	401
46	57	48	417
47	56	37	419
48	55	82	430
49	95	30	444
50	38	5	447
51	0	45	449
52	42	15	451
53	5	45	480
