Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	38	366	1
2	200	48	13
3	116	102	26
4	159	164	31
5	92	238	74
6	387	267	75
7	345	195	75
8	75	238	83
9	186	355	85
10	234	37	88
11	234	20	107
12	200	48	110
13	92	238	115
14	343	335	117
15	175	304	132
16	244	135	146
17	191	167	177
18	320	166	181
19	14	53	185
20	307	396	190
21	234	20	202
22	159	164	207
23	56	156	238
24	56	156	243
25	246	244	249
26	299	399	252
27	150	49	268
28	175	304	293
29	125	122	317
30	161	346	318
31	116	102	330
32	138	306	332
33	18	235	333
34	244	285	336
35	73	292	351
36	269	203	377
37	78	194	386
38	60	319	395
39	36	288	395
40	220	238	397
41	17	99	399
42	161	346	413
43	300	64	421
44	239	252	423
45	287	343	428
46	221	225	429
47	186	355	429
48	168	223	432
49	56	156	438
50	267	295	440
51	36	203	440
52	221	225	457
53	73	292	475
