Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	102	170	1
2	102	170	4
3	62	50	8
4	148	98	9
5	192	151	10
6	7	151	19
7	53	29	34
8	189	151	37
9	113	94	39
10	47	50	44
11	162	123	54
12	78	119	61
13	113	94	66
14	143	0	76
15	118	5	81
16	190	109	88
17	181	151	104
18	53	61	105
19	145	9	115
20	47	49	121
21	121	36	122
22	148	98	126
23	189	151	126
24	153	160	137
25	153	160	141
26	45	48	150
27	181	151	151
28	57	54	163
29	185	96	170
30	144	170	173
31	121	36	179
32	78	119	180
33	23	142	187
34	42	101	190
35	144	170	195
36	121	115	199
37	99	144	203
38	192	28	230
39	118	5	240
40	23	142	245
41	150	103	247
42	22	133	249
43	190	109	250
44	150	103	256
45	113	94	258
46	147	26	277
47	149	167	285
48	187	142	287
49	144	170	291
50	179	141	300
51	154	27	302
52	65	53	306
53	65	53	309
54	47	49	312
55	121	36	312
56	200	136	316
57	165	116	318
58	78	119	326
59	181	151	329
60	121	115	331
61	179	141	331
62	166	117	332
63	175	143	336
64	45	48	340
65	57	54	340
66	125	38	340
67	154	172	344
68	196	78	348
69	28	193	353
70	162	123	355
71	23	142	362
72	189	151	364
73	197	140	367
74	189	151	369
75	141	8	383
76	165	116	389
77	189	151	403
78	64	52	424
79	141	8	427
80	200	136	430
81	103	66	451
82	42	101	454
83	193	23	455
84	164	113	459
85	190	109	463
86	97	67	466
87	47	50	477
88	196	78	479
